good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon;subtype
Bu hemşire hanım yaşlı hastayla özel olarak ilgileniyor.;Bu hemşire hanım yaşlı hastayı özel olarak ilgileniyor.;hastayla;hastayı;ilgileniyor;argument_structure;transitive
Bu konuya çok kafa yordum.;Bu konuyu çok kafa yordum.;konuya;konuyu;yordum;argument_structure;transitive
Ben onun söylediklerine katılıyorum.;Ben onun söylediklerini katılıyorum.;söylediklerine;söylediklerini;katılıyorum;argument_structure;transitive
Ana annem her zaman bana destek olur.;Ana annem her zaman beni destek olur.;bana;beni;destek olur;argument_structure;transitive
Ünlü doktor bey yaşlı hastayla özel olarak ilgileniyor.;Ünlü doktor bey yaşlı hastayı özel olarak ilgileniyor.;hastayla;hastayı;ilgileniyor;argument_structure;transitive
Artık tatile çıkma fikrine çok ısındım.;Artık tatile çıkma fikrini çok ısındım.;fikrine;fikrini;ısındım;argument_structure;transitive
Sadece sana her zaman güveniyorum.;Sadece seni her zaman güveniyorum.;sana;seni;güveniyorum;argument_structure;transitive
Sevgili eda hediyesine resmen bayıldı.;Sevgili eda hediyesini resmen bayıldı.;hediyesine;hediyesini;bayıldı;argument_structure;transitive
Çünkü onun doğruyu söylediğine inanıyorum.;Çünkü onun doğruyu söylediğini inanıyorum.;söylediğine;söylediğini;inanıyorum;argument_structure;transitive
Yani ben artık ona sadece gülüyorum.;Yani ben artık onu sadece gülüyorum.;ona;onu;gülüyorum;argument_structure;transitive
Ve ona büyük saygı duyuyorum.;Ve onu büyük saygı duyuyorum.;ona;onu;duyuyorum;argument_structure;transitive
Çift balayı için Urla'da karar kılmışlar.;Çift balayı için Urla'ya karar kılmışlar.;Urla'da;Urla'ya;karar kılmışlar;argument_structure;transitive
Ve ben artık ona sadece gülüyorum.;Ve ben artık onu sadece gülüyorum.;ona;onu;gülüyorum;argument_structure;transitive
Yani ona koşulsuz destek oluyorum.;Yani onu koşulsuz destek oluyorum.;ona;onu;oluyorum;argument_structure;transitive
Tatile çıkma fikrine çok ısındım.;Tatile çıkma fikrini çok ısındım.;fikrine;fikrini;ısındım;argument_structure;transitive
Hadi yarın onlara da uğrarım.;Hadi yarın onları da uğrarım.;onlara;onları;uğrarım;argument_structure;transitive
İnternette her gördüğün habere körü körüne inanma.;İnternette her gördüğün haberi körü körüne inanma.;habere;haberi;inanma;argument_structure;transitive
Ben onun doğruyu söylediğine inanıyorum.;Ben onun doğruyu söylediğini inanıyorum.;söylediğine;söylediğini;inanıyorum;argument_structure;transitive
Ve ona koşulsuz destek oluyorum.;Ve onu koşulsuz destek oluyorum.;ona;onu;oluyorum;argument_structure;transitive
Ana öğretmenimiz bize çok kızdı.;Ana öğretmenimiz bizi çok kızdı.;bize;bizi;kızdı;argument_structure;transitive
Yani şu yeniliklere oldum olası alışamadım.;Yani şu yenilikleri oldum olası alışamadım.;yeniliklere;yenilikleri;alışamadım;argument_structure;transitive
Evet bu sınava günlerce çalıştım.;Evet bu sınavı günlerce çalıştım.;sınava;sınavı;çalıştım;argument_structure;transitive
Ben arkadaşımın doğum gününü unuttum.;Ben arkadaşımın doğum gününe unuttum.;doğum gününü;doğum gününe;unuttum;argument_structure;transitive
Online oyunlara fazla kapılmamalısın.;Online oyunları fazla kapılmamalısın.;oyunlara;oyunları;kapılmamalısın;argument_structure;transitive
Ve bu sınava günlerce çalıştım.;Ve bu sınavı günlerce çalıştım.;sınava;sınavı;çalıştım;argument_structure;transitive
Son gelişmeye çok şaşırdım.;Son gelişmeyi çok şaşırdım.;gelişmeye;gelişmeyi;şaşırdım;argument_structure;transitive
Yine bu gözlüğü çok beğendim.;Yine bu gözlüğe çok beğendim.;gözlüğü;gözlüğe;beğendim;argument_structure;transitive
Bu oyunlara fazla kapılmamalısın.;Bu oyunları fazla kapılmamalısın.;oyunlara;oyunları;kapılmamalısın;argument_structure;transitive
Şu son duruma çok şaşırdım.;Şu son durumu çok şaşırdım.;duruma;durumu;şaşırdım;argument_structure;transitive
Sonra bu soruna çok kafa yordum.;Sonra bu sorunu çok kafa yordum.;soruna;sorunu;yordum;argument_structure;transitive
6- i̇nternette her gördüğün habere körü körüne inanma.;6- i̇nternette her gördüğün haberi körü körüne inanma.;habere;haberi;inanma;argument_structure;transitive
Sana her zaman güveniyorum.;Seni her zaman güveniyorum.;sana;seni;güveniyorum;argument_structure;transitive
Ama tartışmaya girmeyi sevmem.;Ama tartışmaya girmeye sevmem.;girmeyi;girmeye;sevmem;argument_structure;transitive
Bu habere çok sevindim.;Bu haberi çok sevindim.;habere;haberi;sevindim;argument_structure;transitive
Ah senin bu hallerinden bıktım.;Ah senin bu hallerine bıktım.;hallerinden;hallerine;bıktım;argument_structure;transitive
Ve yeni bir işe girdim.;Ve yeni bir işi girdim.;işe;işi;girdim;argument_structure;transitive
Bu şehri çok seviyorum.;Bu şehre çok seviyorum.;şehri;şehre;seviyorum;argument_structure;transitive
Ama bu şarkıya bayılıyorum.;Ama bu şarkıyı bayılıyorum.;şarkıya;şarkıyı;bayılıyorum;argument_structure;transitive
Ya senin bu hallerinden bıktım.;Ya senin bu hallerine bıktım.;hallerinden;hallerine;bıktım;argument_structure;transitive
Ben eşimin kararlarına çok güvenirim.;Ben eşimin kararlarını çok güvenirim.;kararlarına;kararlarını;güvenirim;argument_structure;transitive
Çünkü ona koşulsuz destek oluyorum.;Çünkü onu koşulsuz destek oluyorum.;ona;onu;oluyorum;argument_structure;transitive
İşte senin bu tavırlarından bıktım.;İşte senin bu tavırlarına bıktım.;tavırlarından;tavırlarına;bıktım;argument_structure;transitive
Ben bu şehri çok seviyorum.;Ben bu şehre çok seviyorum.;şehri;şehre;seviyorum;argument_structure;transitive
Ben onun doğruyu söylediğine inanıyorum.;Ben onun doğruyu söylediğini inanıyorum.;söylediğine;söylediğini;inanıyorum;argument_structure;transitive
Biz bu yarışmaya günlerce çalıştım.;Biz bu yarışmayı günlerce çalıştım.;yarışmaya;yarışmayı;çalıştım;argument_structure;transitive
İşte bu müjdeye çok sevindim.;İşte bu müjdeyi çok sevindim.;müjdeye;müjdeyi;sevindim;argument_structure;transitive
Çünkü onun doğruyu söylediğine inanıyorum.;Çünkü onun doğruyu söylediğini inanıyorum.;söylediğine;söylediğini;inanıyorum;argument_structure;transitive
Bende bu kasabayı çok seviyorum.;Bende bu kasabaya çok seviyorum.;kasabayı;kasabaya;seviyorum;argument_structure;transitive
Bende bu gözlüğü çok beğendim.;Bende bu gözlüğe çok beğendim.;gözlüğü;gözlüğe;beğendim;argument_structure;transitive
Onun cevabına çok şaşırdım.;Onun cevabını çok şaşırdım.;cevabına;cevabını;şaşırdım;argument_structure;transitive
Ben bu habere çok sevindim.;Ben bu haberi çok sevindim.;habere;haberi;sevindim;argument_structure;transitive
Ve ona koşulsuz destek oluyorum.;Ve onu koşulsuz destek oluyorum.;ona;onu;oluyorum;argument_structure;transitive
Ve ona koşulsuz destek oluyorum.;Ve onu koşulsuz destek oluyorum.;ona;onu;oluyorum;argument_structure;transitive
Aslında bu sınava günlerce çalıştım.;Aslında bu sınavı günlerce çalıştım.;sınava;sınavı;çalıştım;argument_structure;transitive
Benim annem her zaman bana destek olur.;Benim annem her zaman beni destek olur.;bana;beni;destek olur;argument_structure;transitive
Yine gözden kaçan hataya çok üzüldüm.;Yine gözden kaçan hatayı çok üzüldüm.;hataya;hatayı;üzüldüm;argument_structure;transitive
Onun tepkisine çok şaşırdım.;Onun tepkisini çok şaşırdım.;tepkisine;tepkisini;şaşırdım;argument_structure;transitive
Ama kaba müşteri genç garsonla resmen dalga geçti.;Ama kaba müşteri genç garsona resmen dalga geçti.;garsonla;garsona;dalga geçti;argument_structure;transitive
Ben senin bu hallerinden bıktım.;Ben senin bu hallerine bıktım.;hallerinden;hallerine;bıktım;argument_structure;transitive
Ben yeni bir spora başladık.;Ben yeni bir sporu başladık.;spora;sporu;başladık;argument_structure;transitive
Ancak şu değişikliklere oldum olası alışamadım.;Ancak şu değişiklikleri oldum olası alışamadım.;değişikliklere;değişiklikleri;alışamadım;argument_structure;transitive
Ve bu fikre çok önem veriyoruz.;Ve bu fikri çok önem veriyoruz.;fikre;fikri;veriyoruz;argument_structure;transitive
Evet bu şarkıya bayılıyorum.;Evet bu şarkıyı bayılıyorum.;şarkıya;şarkıyı;bayılıyorum;argument_structure;transitive
Bu fikre çok önem veriyoruz.;Bu fikri çok önem veriyoruz.;fikre;fikri;veriyoruz;argument_structure;transitive
Güzel eda yeni elbisesine resmen hayran kaldı.;Güzel eda yeni elbisesini resmen hayran kaldı.;elbisesine;elbisesini;hayran kaldı;argument_structure;transitive
Bir gözden kaçan hataya çok üzüldüm.;Bir gözden kaçan hatayı çok üzüldüm.;hataya;hatayı;üzüldüm;argument_structure;transitive
Onun doğruyu söylediğine inanıyorum.;Onun doğruyu söylediğini inanıyorum.;söylediğine;söylediğini;inanıyorum;argument_structure;transitive
Çünkü bu projeye çok önem veriyoruz.;Çünkü bu projeyi çok önem veriyoruz.;projeye;projeyi;veriyoruz;argument_structure;transitive
Ve seni burada görmeye son zamanlarda iyice alıştım.;Ve seni burada görmeyi son zamanlarda iyice alıştım.;görmeye;görmeyi;alıştım;argument_structure;transitive
Çok bu saati çok beğendim.;Çok bu saate çok beğendim.;saati;saate;beğendim;argument_structure;transitive
Inşallah yarın onlara da uğrarım.;Inşallah yarın onları da uğrarım.;onlara;onları;uğrarım;argument_structure;transitive
Hatta tatile çıkma planına çok ısındım.;Hatta tatile çıkma planını çok ısındım.;planına;planını;ısındım;argument_structure;transitive
Artık senin bu hallerinden bıktım.;Artık senin bu hallerine bıktım.;hallerinden;hallerine;bıktım;argument_structure;transitive
Çok kaba müşteri genç garsonla resmen dalga geçti.;Çok kaba müşteri genç garsona resmen dalga geçti.;garsonla;garsona;dalga geçti;argument_structure;transitive
Hemen tatile çıkma planına çok ısındım.;Hemen tatile çıkma planını çok ısındım.;planına;planını;ısındım;argument_structure;transitive
Öncelikle bu habere çok sevindim.;Öncelikle bu haberi çok sevindim.;habere;haberi;sevindim;argument_structure;transitive
Yine onun söylediklerine katılıyorum.;Yine onun söylediklerini katılıyorum.;söylediklerine;söylediklerini;katılıyorum;argument_structure;transitive
Ana muhalefet partisi erken seçimde hala ısrar ediyor.;Ana muhalefet partisi erken seçimi hala ısrar ediyor.;seçimde;seçimi;ısrar ediyor;argument_structure;transitive
İşte köpeğim merdivenlerden düştü.;İşte köpeğim merdivenleri düştü.;merdivenlerden;merdivenleri;düştü;argument_structure;transitive
Ben bütün gün seni düşündüm.;Ben bütün gün senden düşündüm.;seni;senden;düşündüm;argument_structure;transitive
Ve yeni projeye başlamaya karar verdiler.;Ve yeni projeye başlamayı karar verdiler.;başlamaya;başlamayı;karar verdiler;argument_structure;transitive
Büyük eda yeni elbisesine resmen hayran kaldı.;Büyük eda yeni elbisesini resmen hayran kaldı.;elbisesine;elbisesini;hayran kaldı;argument_structure;transitive
Ben konferansa katılmaya karar verdim.;Ben konferansı katılmayı karar verdim.;katılmaya;katılmayı;karar verdim;argument_structure;transitive
İşte yarın size de gelirim.;İşte yarın sizi de gelirim.;size;sizi;gelirim;argument_structure;transitive
Ama bu müjdeye çok sevindim.;Ama bu müjdeyi çok sevindim.;müjdeye;müjdeyi;sevindim;argument_structure;transitive
Bu bu şehri çok seviyorum.;Bu bu şehre çok seviyorum.;şehri;şehre;seviyorum;argument_structure;transitive
Bir hemşire hanım yaşlı hastayla özel olarak ilgileniyor.;Bir hemşire hanım yaşlı hastayı özel olarak ilgileniyor.;hastayla;hastayı;ilgileniyor;argument_structure;transitive
Herkes bu fikre sıcak baktı.;Herkes bu fikri sıcak baktı.;fikre;fikri;baktı;argument_structure;transitive
Bu tatil için Bodrum'da karar kılmışlar.;Bu tatil için Bodrum'a karar kılmışlar.;Bodrum'da;Bodrum'a;karar kılmışlar;argument_structure;transitive
Bu tartışmaya girmeyi sevmem.;Bu tartışmaya girmeye sevmem.;girmeyi;girmeye;sevmem;argument_structure;transitive
Evet onun doğruyu söylediğine inanıyorum.;Evet onun doğruyu söylediğini inanıyorum.;söylediğine;söylediğini;inanıyorum;argument_structure;transitive
Bu bu şehri çok seviyorum.;Bu bu şehre çok seviyorum.;şehri;şehre;seviyorum;argument_structure;transitive
Anne eda hediyesine resmen bayıldı.;Anne eda hediyesini resmen bayıldı.;hediyesine;hediyesini;bayıldı;argument_structure;transitive
Ama ben artık sana sadece acıyorum.;Ama ben artık seni sadece acıyorum.;sana;seni;acıyorum;argument_structure;transitive
Çünkü bu sınava günlerce çalıştım.;Çünkü bu sınavı günlerce çalıştım.;sınava;sınavı;çalıştım;argument_structure;transitive
Evet ona koşulsuz destek oluyorum.;Evet onu koşulsuz destek oluyorum.;ona;onu;oluyorum;argument_structure;transitive
Çocuklar bu olaya çok üzüldüler.;Çocuklar bu olayı çok üzüldüler.;olaya;olayı;üzüldüler;argument_structure;transitive
Ben kardeşimin mezuniyetini unuttum.;Ben kardeşimin mezuniyetine unuttum.;mezuniyetini;mezuniyetine;unuttum;argument_structure;transitive
Kedim balkondan düştü.;Kedim balkonu düştü.;balkondan;balkonu;düştü;argument_structure;transitive
Yine bu kitap serisine bayıldım.;Yine bu kitap serisini bayıldım.;serisine;serisini;bayıldım;argument_structure;transitive
Onu bütün gece onu düşündüm.;Onu bütün gece ondan düşündüm.;onu;ondan;düşündüm;argument_structure;transitive
Ama dün yaptıklarından sonra sana çok kırıldım.;Ama dün yaptıklarından sonra seni çok kırıldım.;sana;seni;kırıldım;argument_structure;transitive
Ben akrabalarımla iyi geçiniyorum.;Ben akrabalarımı iyi geçiniyorum.;akrabalarımla;akrabalarımı;geçiniyorum;argument_structure;transitive
Çünkü tartışmaya girmeyi sevmem.;Çünkü tartışmaya girmeye sevmem.;girmeyi;girmeye;sevmem;argument_structure;transitive
Mutlu tatil için Bodrum'da karar kılmışlar.;Mutlu tatil için Bodrum'a karar kılmışlar.;Bodrum'da;Bodrum'a;karar kılmışlar;argument_structure;transitive
Evet bu şehri çok seviyorum.;Evet bu şehre çok seviyorum.;şehri;şehre;seviyorum;argument_structure;transitive
Bu son gelişmeye çok şaşırdım.;Bu son gelişmeyi çok şaşırdım.;gelişmeye;gelişmeyi;şaşırdım;argument_structure;transitive
Çünkü senin bu tavırlarından bıktım.;Çünkü senin bu tavırlarına bıktım.;tavırlarından;tavırlarına;bıktım;argument_structure;transitive
Hele dün söylediklerinden sonra sana çok kırıldım.;Hele dün söylediklerinden sonra seni çok kırıldım.;sana;seni;kırıldım;argument_structure;transitive
Bu oyunlara fazla kapılmamalısın.;Bu oyunları fazla kapılmamalısın.;oyunlara;oyunları;kapılmamalısın;argument_structure;transitive
Bu heykellere hayran kaldım.;Bu heykelleri hayran kaldım.;heykellere;heykelleri;hayran kaldım;argument_structure;transitive
Evet seni buralarda görmeye son zamanlarda iyice alıştım.;Evet seni buralarda görmeyi son zamanlarda iyice alıştım.;görmeye;görmeyi;alıştım;argument_structure;transitive
Çünkü eşimin zevkine çok güvenirim.;Çünkü eşimin zevkini çok güvenirim.;zevkine;zevkini;güvenirim;argument_structure;transitive
Ve bütün gün seni düşündüm.;Ve bütün gün senden düşündüm.;seni;senden;düşündüm;argument_structure;transitive
Sevgili öğretmenimiz bize çok kızdı.;Sevgili öğretmenimiz bizi çok kızdı.;bize;bizi;kızdı;argument_structure;transitive
Bu projeye çok önem veriyoruz.;Bu projeyi çok önem veriyoruz.;projeye;projeyi;veriyoruz;argument_structure;transitive
Ama seni burada görmeye son zamanlarda iyice alıştım.;Ama seni burada görmeyi son zamanlarda iyice alıştım.;görmeye;görmeyi;alıştım;argument_structure;transitive
Bende bu tabloya hayran kaldım.;Bende bu tabloyu hayran kaldım.;tabloya;tabloyu;hayran kaldım;argument_structure;transitive
Ve babamın öğütlerine kulak verdim.;Ve babamın öğütlerini kulak verdim.;öğütlerine;öğütlerini;verdim;argument_structure;transitive
Çok zorlu bir maratondan sonra elde ettiğin bu zafere sevindim.;Çok zorlu bir maratondan sonra elde ettiğin bu zaferi sevindim.;zafere;zaferi;sevindim;argument_structure;transitive
Ayrıca bizim kuşumuz komşunun kedisinden baya korkuyormuş.;Ayrıca bizim kuşumuz komşunun kedisini baya korkuyormuş.;kedisinden;kedisini;korkuyormuş;argument_structure;transitive
Kadın saygısız çalışan yaşlı kadınla resmen alay etti.;Kadın saygısız çalışan yaşlı kadına resmen alay etti.;kadınla;kadına;alay etti;argument_structure;transitive
Ve onun cevabına çok şaşırdım.;Ve onun cevabını çok şaşırdım.;cevabına;cevabını;şaşırdım;argument_structure;transitive
Ben bu yarışmaya günlerce çalıştım.;Ben bu yarışmayı günlerce çalıştım.;yarışmaya;yarışmayı;çalıştım;argument_structure;transitive
Ben seni buralarda görmeye son zamanlarda iyice alıştım.;Ben seni buralarda görmeyi son zamanlarda iyice alıştım.;görmeye;görmeyi;alıştım;argument_structure;transitive
Bir arkadaşımın doğum gününü unuttum.;Bir arkadaşımın doğum gününe unuttum.;doğum gününü;doğum gününe;unuttum;argument_structure;transitive
Ve yeni bir spora başladık.;Ve yeni bir sporu başladık.;spora;sporu;başladık;argument_structure;transitive
Merhaba yeni bir işe girdim.;Merhaba yeni bir işi girdim.;işe;işi;girdim;argument_structure;transitive
Yalnız seni burada görmeye son zamanlarda iyice alıştım.;Yalnız seni burada görmeyi son zamanlarda iyice alıştım.;görmeye;görmeyi;alıştım;argument_structure;transitive
Ben sana her zaman güveniyorum.;Ben seni her zaman güveniyorum.;sana;seni;güveniyorum;argument_structure;transitive
Bu olaya çok üzüldüler.;Bu olayı çok üzüldüler.;olaya;olayı;üzüldüler;argument_structure;transitive
Ben onun doğruyu söylediğine inanıyorum.;Ben onun doğruyu söylediğini inanıyorum.;söylediğine;söylediğini;inanıyorum;argument_structure;transitive
Erkek arkadaşımın doğum gününü unuttum.;Erkek arkadaşımın doğum gününe unuttum.;doğum gününü;doğum gününe;unuttum;argument_structure;transitive
Bu etkinliğe katılmayı düşünüyorlar.;Bu etkinliğe katılmaya düşünüyorlar.;katılmayı;katılmaya;düşünüyorlar;argument_structure;transitive
Yine babamın öğütlerine kulak verdim.;Yine babamın öğütlerini kulak verdim.;öğütlerine;öğütlerini;verdim;argument_structure;transitive
Arkadaşlar şu yeniliklere oldum olası alışamadım.;Arkadaşlar şu yenilikleri oldum olası alışamadım.;yeniliklere;yenilikleri;alışamadım;argument_structure;transitive
Ama eşimin zevkine çok güvenirim.;Ama eşimin zevkini çok güvenirim.;zevkine;zevkini;güvenirim;argument_structure;transitive
Hep sana her zaman güveniyorum.;Hep seni her zaman güveniyorum.;sana;seni;güveniyorum;argument_structure;transitive
Yaz tatil için Bodrum'da karar kılmışlar.;Yaz tatil için Bodrum'a karar kılmışlar.;Bodrum'da;Bodrum'a;karar kılmışlar;argument_structure;transitive
Öncelikle bu projeye çok önem veriyoruz.;Öncelikle bu projeyi çok önem veriyoruz.;projeye;projeyi;veriyoruz;argument_structure;transitive
Ve bizim kuşumuz komşunun kedisinden baya korkuyormuş.;Ve bizim kuşumuz komşunun kedisini baya korkuyormuş.;kedisinden;kedisini;korkuyormuş;argument_structure;transitive
Ve bizim ufaklık sıra arkadaşından baya hoşlanıyormuş.;Ve bizim ufaklık sıra arkadaşını baya hoşlanıyormuş.;arkadaşından;arkadaşını;hoşlanıyormuş;argument_structure;transitive
İşte bu fikre çok önem veriyoruz.;İşte bu fikri çok önem veriyoruz.;fikre;fikri;veriyoruz;argument_structure;transitive
Ayrıca ona koşulsuz destek oluyorum.;Ayrıca onu koşulsuz destek oluyorum.;ona;onu;oluyorum;argument_structure;transitive
Bizim öğretmenimiz bize çok kızdı.;Bizim öğretmenimiz bizi çok kızdı.;bize;bizi;kızdı;argument_structure;transitive
Ve kardeşimin mezuniyetini unuttum.;Ve kardeşimin mezuniyetine unuttum.;mezuniyetini;mezuniyetine;unuttum;argument_structure;transitive
Yine bu kasabayı çok seviyorum.;Yine bu kasabaya çok seviyorum.;kasabayı;kasabaya;seviyorum;argument_structure;transitive
Ben senin bu tavırlarından bıktım.;Ben senin bu tavırlarına bıktım.;tavırlarından;tavırlarına;bıktım;argument_structure;transitive
Sürücü saygısız çalışan yaşlı kadınla resmen alay etti.;Sürücü saygısız çalışan yaşlı kadına resmen alay etti.;kadınla;kadına;alay etti;argument_structure;transitive
Tartışmaya girmeyi sevmem.;Tartışmaya girmeye sevmem.;girmeyi;girmeye;sevmem;argument_structure;transitive
Ben tartışmaya girmeyi sevmem.;Ben tartışmaya girmeye sevmem.;girmeyi;girmeye;sevmem;argument_structure;transitive
Bugün yeni bir kursa girdim.;Bugün yeni bir kursu girdim.;kursa;kursu;girdim;argument_structure;transitive
Babam her zaman bana destek olur.;Babam her zaman beni destek olur.;bana;beni;destek olur;argument_structure;transitive
Ünlü eda yeni elbisesine resmen hayran kaldı.;Ünlü eda yeni elbisesini resmen hayran kaldı.;elbisesine;elbisesini;hayran kaldı;argument_structure;transitive
Yine bu şarkıya bayılıyorum.;Yine bu şarkıyı bayılıyorum.;şarkıya;şarkıyı;bayılıyorum;argument_structure;transitive
Çünkü bu yarışmaya günlerce çalıştım.;Çünkü bu yarışmayı günlerce çalıştım.;yarışmaya;yarışmayı;çalıştım;argument_structure;transitive
Ben ona koşulsuz destek oluyorum.;Ben onu koşulsuz destek oluyorum.;ona;onu;oluyorum;argument_structure;transitive
Özellikle bu film serisine bayıldım.;Özellikle bu film serisini bayıldım.;serisine;serisini;bayıldım;argument_structure;transitive
Ve dün söylediklerinden sonra sana çok kırıldım.;Ve dün söylediklerinden sonra seni çok kırıldım.;sana;seni;kırıldım;argument_structure;transitive
Bir konsere katılmayı düşünüyorlar.;Bir konsere katılmaya düşünüyorlar.;katılmayı;katılmaya;düşünüyorlar;argument_structure;transitive
Bu kumara fazla kapılmamalısın.;Bu kumarı fazla kapılmamalısın.;kumara;kumarı;kapılmamalısın;argument_structure;transitive
Şimdi bu müjdeye çok sevindim.;Şimdi bu müjdeyi çok sevindim.;müjdeye;müjdeyi;sevindim;argument_structure;transitive
Artık eşimin kararlarına çok güvenirim.;Artık eşimin kararlarını çok güvenirim.;kararlarına;kararlarını;güvenirim;argument_structure;transitive
Güzel bu müjdeye çok sevindim.;Güzel bu müjdeyi çok sevindim.;müjdeye;müjdeyi;sevindim;argument_structure;transitive
Şimdi bu filme bayılıyoruz.;Şimdi bu filmi bayılıyoruz.;filme;filmi;bayılıyoruz;argument_structure;transitive
Biz bu fikre çok önem veriyoruz.;Biz bu fikri çok önem veriyoruz.;fikre;fikri;veriyoruz;argument_structure;transitive
Hadi yarın size de gelirim.;Hadi yarın sizi de gelirim.;size;sizi;gelirim;argument_structure;transitive
Ben seni buralarda görmeye son zamanlarda iyice alıştım.;Ben seni buralarda görmeyi son zamanlarda iyice alıştım.;görmeye;görmeyi;alıştım;argument_structure;transitive
Herkes bu fikre sıcak baktı.;Herkes bu fikri sıcak baktı.;fikre;fikri;baktı;argument_structure;transitive
Senin dün yaptıklarından sonra sana çok kırıldım.;Senin dün yaptıklarından sonra seni çok kırıldım.;sana;seni;kırıldım;argument_structure;transitive
Çünkü sana her zaman güveniyorum.;Çünkü seni her zaman güveniyorum.;sana;seni;güveniyorum;argument_structure;transitive
Ama son gelişmeye çok şaşırdım.;Ama son gelişmeyi çok şaşırdım.;gelişmeye;gelişmeyi;şaşırdım;argument_structure;transitive
4. i̇nternette her okuduğun şeye körü körüne inanma.;4. i̇nternette her okuduğun şeyi körü körüne inanma.;şeye;şeyi;inanma;argument_structure;transitive
İşte onun tepkisine çok şaşırdım.;İşte onun tepkisini çok şaşırdım.;tepkisine;tepkisini;şaşırdım;argument_structure;transitive
Ben dün söylediklerinden sonra sana çok kırıldım.;Ben dün söylediklerinden sonra seni çok kırıldım.;sana;seni;kırıldım;argument_structure;transitive
Yine bu tabloya hayran kaldım.;Yine bu tabloyu hayran kaldım.;tabloya;tabloyu;hayran kaldım;argument_structure;transitive
Ama babamın öğütlerine kulak verdim.;Ama babamın öğütlerini kulak verdim.;öğütlerine;öğütlerini;verdim;argument_structure;transitive
Ben bu film serisine bayıldım.;Ben bu film serisini bayıldım.;serisine;serisini;bayıldım;argument_structure;transitive
Ben bu kitap serisine bayıldım.;Ben bu kitap serisini bayıldım.;serisine;serisini;bayıldım;argument_structure;transitive
Bir tartışmaya girmeyi sevmem.;Bir tartışmaya girmeye sevmem.;girmeyi;girmeye;sevmem;argument_structure;transitive
CHP hükümet partisi yeni yasada hala ısrar ediyor.;CHP hükümet partisi yeni yasayı hala ısrar ediyor.;yasada;yasayı;ısrar ediyor;argument_structure;transitive
Sevgili annem her zaman bana destek olur.;Sevgili annem her zaman beni destek olur.;bana;beni;destek olur;argument_structure;transitive
Konferansa katılmaya karar verdim.;Konferansı katılmayı karar verdim.;katılmaya;katılmayı;karar verdim;argument_structure;transitive
Şu yeniliklere oldum olası alışamadım.;Şu yenilikleri oldum olası alışamadım.;yeniliklere;yenilikleri;alışamadım;argument_structure;transitive
Merhaba yeni bir kursa girdim.;Merhaba yeni bir kursu girdim.;kursa;kursu;girdim;argument_structure;transitive
Milli eda yeni elbisesine resmen hayran kaldı.;Milli eda yeni elbisesini resmen hayran kaldı.;elbisesine;elbisesini;hayran kaldı;argument_structure;transitive
Son gözden kaçan detaya çok üzüldüm.;Son gözden kaçan detayı çok üzüldüm.;detaya;detayı;üzüldüm;argument_structure;transitive
Valla bu türküye bayılıyorum.;Valla bu türküyü bayılıyorum.;türküye;türküyü;bayılıyorum;argument_structure;transitive
Fakat hükümet partisi yeni yasada hala ısrar ediyor.;Fakat hükümet partisi yeni yasayı hala ısrar ediyor.;yasada;yasayı;ısrar ediyor;argument_structure;transitive
Daha kaba müşteri genç garsonla resmen dalga geçti.;Daha kaba müşteri genç garsona resmen dalga geçti.;garsonla;garsona;dalga geçti;argument_structure;transitive
Öncelikle bu müjdeye çok sevindim.;Öncelikle bu müjdeyi çok sevindim.;müjdeye;müjdeyi;sevindim;argument_structure;transitive
Ben yarın size de gelirim.;Ben yarın sizi de gelirim.;size;sizi;gelirim;argument_structure;transitive
Ben bu şehri çok seviyorum.;Ben bu şehre çok seviyorum.;şehri;şehre;seviyorum;argument_structure;transitive
Fakat dün yaptıklarından sonra sana çok kırıldım.;Fakat dün yaptıklarından sonra seni çok kırıldım.;sana;seni;kırıldım;argument_structure;transitive
Ben senin bu hallerinden bıktım.;Ben senin bu hallerine bıktım.;hallerinden;hallerine;bıktım;argument_structure;transitive
Benim bu film serisine bayıldım.;Benim bu film serisini bayıldım.;serisine;serisini;bayıldım;argument_structure;transitive
Gerçekten bu tabloya hayran kaldım.;Gerçekten bu tabloyu hayran kaldım.;tabloya;tabloyu;hayran kaldım;argument_structure;transitive
O gözden kaçan detaya çok üzüldüm.;O gözden kaçan detayı çok üzüldüm.;detaya;detayı;üzüldüm;argument_structure;transitive
Benim komşularımla iyi geçiniyorum.;Benim komşularımı iyi geçiniyorum.;komşularımla;komşularımı;geçiniyorum;argument_structure;transitive
Ve bu soruna çok kafa yordum.;Ve bu sorunu çok kafa yordum.;soruna;sorunu;yordum;argument_structure;transitive
Bu seminere katılmaya karar verdim.;Bu semineri katılmayı karar verdim.;katılmaya;katılmayı;karar verdim;argument_structure;transitive
İşte bu yarışmaya günlerce çalıştım.;İşte bu yarışmayı günlerce çalıştım.;yarışmaya;yarışmayı;çalıştım;argument_structure;transitive
Burada doktor bey yaşlı hastayla özel olarak ilgileniyor.;Burada doktor bey yaşlı hastayı özel olarak ilgileniyor.;hastayla;hastayı;ilgileniyor;argument_structure;transitive
Biz bu sınava günlerce çalıştım.;Biz bu sınavı günlerce çalıştım.;sınava;sınavı;çalıştım;argument_structure;transitive
