good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon;subtype
4 öğretmen öğrencilere yeni konuyu anlattı.;4 öğretmen öğrencileri yeni konuyu anlattı.;öğrencilere;öğrencileri;anlattı;argument_structure;ditransitive
Bu sergiyi neşesini kaybetmeyen kadınlara ithaf ediyorum.;Bu sergiye neşesini kaybetmeyen kadınlara ithaf ediyorum.;sergiyi;sergiye;ithaf ediyorum;argument_structure;ditransitive
Sonra garson müşterilere yemekleri servis etti.;Sonra garson müşterileri yemekleri servis etti.;müşterilere;müşterileri;servis etti;argument_structure;ditransitive
Bir çocuk babasına başka bir şiir okudu.;Bir çocuk babasını başka bir şiir okudu.;babasına;babasını;okudu;argument_structure;ditransitive
Bugün arkadaşım bana doğum günü hediyesi aldı.;Bugün arkadaşım beni doğum günü hediyesi aldı.;bana;beni;aldı;argument_structure;ditransitive
Kendisi belki sana bu konudaki fikirlerinden bahsetmiştir.;Kendisi belki seni bu konudaki fikirlerinden bahsetmiştir.;sana;seni;bahsetmiştir;argument_structure;ditransitive
Koca yıllardır kendini sadece işine adamış.;Koca yıllardır kendinden sadece işine adamış.;kendini;kendinden;adamış;argument_structure;ditransitive
Ben kız kardeşim kediyi veterinere götürdü.;Ben kız kardeşim kediye veterinere götürdü.;kediyi;kediye;götürdü;argument_structure;ditransitive
Ve kasap bana en iyi biftekten ayırdı.;Ve kasap beni en iyi biftekten ayırdı.;bana;beni;ayırdı;argument_structure;ditransitive
Küçük babam bugün parkta lise öğretmenime rastlamış.;Küçük babam bugün parkı lise öğretmenime rastlamış.;parkta;parkı;rastlamış;argument_structure;ditransitive
Bugün arkadaşım bana yeni bir şarkı önerdi.;Bugün arkadaşım beni yeni bir şarkı önerdi.;bana;beni;önerdi;argument_structure;ditransitive
Şimdi kılçıklarını temizlediğiniz balığı pane ununa bulayın.;Şimdi kılçıklarını temizlediğiniz balığa pane ununa bulayın.;balığı;balığa;bulayın;argument_structure;ditransitive
Dün annem abime yeni bir defter aldı.;Dün annem abimi yeni bir defter aldı.;abime;abimi;aldı;argument_structure;ditransitive
Bir arkadaşım bana son gelişmeleri anlattı.;Bir arkadaşım beni son gelişmeleri anlattı.;bana;beni;anlattı;argument_structure;ditransitive
4 antrenör sporculara antrenman programı hazırladı.;4 antrenör sporcuları antrenman programı hazırladı.;sporculara;sporcuları;hazırladı;argument_structure;ditransitive
Yönetici asistanı belgeleri masasına getirdi.;Yönetici asistanı belgelerle masasına getirdi.;belgeleri;belgelerle;getirdi;argument_structure;ditransitive
İlgili öğretmen öğrencilere bol bol kitap okumalarını tavsiye etti.;İlgili öğretmen öğrencileri bol bol kitap okumalarını tavsiye etti.;öğrencilere;öğrencileri;tavsiye etti;argument_structure;ditransitive
5 öğretmen öğrencilere yeni konuyu anlattı.;5 öğretmen öğrencileri yeni konuyu anlattı.;öğrencilere;öğrencileri;anlattı;argument_structure;ditransitive
Ama dün ekmeği ben aldığım için annem bakkala kardeşimi yolladı.;Ama dün ekmeği ben aldığım için annem bakkalda kardeşimi yolladı.;bakkala;bakkalda;yolladı;argument_structure;ditransitive
İki çocuk annesine yeni bir şarkı söyledi.;İki çocuk annesini yeni bir şarkı söyledi.;annesine;annesini;söyledi;argument_structure;ditransitive
Manav bize en lezzetli meyvelerden ayırdı.;Manav bizi en lezzetli meyvelerden ayırdı.;bize;bizi;ayırdı;argument_structure;ditransitive
Küçük gelin gerdanlığı kayınvalidesine hediye etti.;Küçük gelin gerdanlığa kayınvalidesine hediye etti.;gerdanlığı;gerdanlığa;hediye etti;argument_structure;ditransitive
Kendisi yıllardır kendini sadece işine adamış.;Kendisi yıllardır kendinden sadece işine adamış.;kendini;kendinden;adamış;argument_structure;ditransitive
Erkek arkadaşım bana yeni bir dizi önerdi.;Erkek arkadaşım benle yeni bir dizi önerdi.;bana;benle;önerdi;argument_structure;ditransitive
İlk takı töreninde geline burma bilezik taktılar.;İlk takı töreninde gelini burma bilezik taktılar.;geline;gelini;taktılar;argument_structure;ditransitive
Müdür öğretmen öğrencilere ödevleri zamanında yapmalarını nasihat etti.;Müdür öğretmen öğrencileri ödevleri zamanında yapmalarını nasihat etti.;öğrencilere;öğrencileri;nasihat etti;argument_structure;ditransitive
Kadın garson misafirlere tatlıları servis etti.;Kadın garson misafirleri tatlıları servis etti.;misafirlere;misafirleri;servis etti;argument_structure;ditransitive
Kız ayakkabılarını çıkarıp şapkasını girişteki dolaba astı.;Kız ayakkabılarını çıkarıp şapkasına girişteki dolaba astı.;şapkasını;şapkasına;astı;argument_structure;ditransitive
Altın takı töreninde geline burma bilezik taktılar.;Altın takı töreninde gelini burma bilezik taktılar.;geline;gelini;taktılar;argument_structure;ditransitive
Dev şirket çalışanlarına yeni görevler verdi.;Dev şirket çalışanlarını yeni görevler verdi.;çalışanlarına;çalışanlarını;verdi;argument_structure;ditransitive
Çocuk annesine yeni bir şarkı söyledi.;Çocuk annesini yeni bir şarkı söyledi.;annesine;annesini;söyledi;argument_structure;ditransitive
Adalet asistanı dosyaları masasına getirdi.;Adalet asistanı dosyalarla masasına getirdi.;dosyaları;dosyalarla;getirdi;argument_structure;ditransitive
Mutlu dileklerini yazdığı kartı bir ağacın dalına bağladı.;Mutlu dileklerini yazdığı karta bir ağacın dalına bağladı.;kartı;karta;bağladı;argument_structure;ditransitive
Ve dedem torunlarına fıkralar anlattı.;Ve dedem torunlarını fıkralar anlattı.;torunlarına;torunlarını;anlattı;argument_structure;ditransitive
Asistanı belgeleri masasına getirdi.;Asistanı belgelerle masasına getirdi.;belgeleri;belgelerle;getirdi;argument_structure;ditransitive
Fakat dün sütü ben aldığım için annem markete kardeşimi yolladı.;Fakat dün sütü ben aldığım için annem markette kardeşimi yolladı.;markete;markette;yolladı;argument_structure;ditransitive
Birçok şirket çalışanlarına yeni görevler verdi.;Birçok şirket çalışanlarını yeni görevler verdi.;çalışanlarına;çalışanlarını;verdi;argument_structure;ditransitive
Ardından yönetmen oyunculara rollerini dağıttı.;Ardından yönetmen oyuncuları rollerini dağıttı.;oyunculara;oyuncuları;dağıttı;argument_structure;ditransitive
Şimdi bu sergiyi neşesini kaybetmeyen kadınlara ithaf ediyorum.;Şimdi bu sergiye neşesini kaybetmeyen kadınlara ithaf ediyorum.;sergiyi;sergiye;ithaf ediyorum;argument_structure;ditransitive
7- kılçıklarını temizlediğiniz balığı pane ununa bulayın.;7- kılçıklarını temizlediğiniz balığa pane ununa bulayın.;balığı;balığa;bulayın;argument_structure;ditransitive
Yine annem pastanın üstüne biraz çikolata koyar.;Yine annem pastanın üstünü biraz çikolata koyar.;üstüne;üstünü;koyar;argument_structure;ditransitive
Genç çocuk babasına en sevdiği oyuncağı verdi.;Genç çocuk babasını en sevdiği oyuncağı verdi.;babasına;babasını;verdi;argument_structure;ditransitive
Teknik antrenör sporculara yeni taktikler öğretti.;Teknik antrenör sporcuları yeni taktikler öğretti.;sporculara;sporcuları;öğretti;argument_structure;ditransitive
Usta antrenör sporculara yeni taktikler öğretti.;Usta antrenör sporcuları yeni taktikler öğretti.;sporculara;sporcuları;öğretti;argument_structure;ditransitive
Ve evlerinin bahçesine zeytin ağacı dikmişler.;Ve evlerinin bahçesinden zeytin ağacı dikmişler.;bahçesine;bahçesinden;dikmişler;argument_structure;ditransitive
Usta antrenör sporculara antrenman programı hazırladı.;Usta antrenör sporcuları antrenman programı hazırladı.;sporculara;sporcuları;hazırladı;argument_structure;ditransitive
O anne bebeğine sütü biberonla verdi.;O anne bebeğini sütü biberonla verdi.;bebeğine;bebeğini;verdi;argument_structure;ditransitive
Biz dün gece oğlanı apar topar hastaneye götürdük.;Biz dün gece oğlana apar topar hastaneye götürdük.;oğlanı;oğlana;götürdük;argument_structure;ditransitive
Sonra kuzenim köpeği parka götürdü.;Sonra kuzenim köpeğe parka götürdü.;köpeği;köpeğe;götürdü;argument_structure;ditransitive
Uzman antrenör sporculara yeni taktikler öğretti.;Uzman antrenör sporcuları yeni taktikler öğretti.;sporculara;sporcuları;öğretti;argument_structure;ditransitive
Ve yönetmen oyunculara rollerini dağıttı.;Ve yönetmen oyuncuları rollerini dağıttı.;oyunculara;oyuncuları;dağıttı;argument_structure;ditransitive
Daha dün sütü ben aldığım için annem markete kardeşimi yolladı.;Daha dün sütü ben aldığım için annem markette kardeşimi yolladı.;markete;markette;yolladı;argument_structure;ditransitive
Kız kız kardeşim köpeği komşuya götürdü.;Kız kız kardeşim köpeğe komşuya götürdü.;köpeği;köpeğe;götürdü;argument_structure;ditransitive
Genç gelin gerdanlığı kayınvalidesine hediye etti.;Genç gelin gerdanlığa kayınvalidesine hediye etti.;gerdanlığı;gerdanlığa;hediye etti;argument_structure;ditransitive
Şimdi babam yeni saatini bana verdi.;Şimdi babam yeni saatine bana verdi.;saatini;saatine;verdi;argument_structure;ditransitive
Küçük çocuk dedesine en sevdiği kitabı verdi.;Küçük çocuk dedesini en sevdiği kitabı verdi.;dedesine;dedesini;verdi;argument_structure;ditransitive
O anne bebeğine mamasını kaşıkla verdi.;O anne bebeğini mamasını kaşıkla verdi.;bebeğine;bebeğini;verdi;argument_structure;ditransitive
O belki sana bu konudaki fikirlerinden bahsetmiştir.;O belki seni bu konudaki fikirlerinden bahsetmiştir.;sana;seni;bahsetmiştir;argument_structure;ditransitive
Bir teyzem kitapları çocuklara dağıttı.;Bir teyzem kitaplara çocuklara dağıttı.;kitapları;kitaplara;dağıttı;argument_structure;ditransitive
Genç öğretmen öğrencilere yeni konuyu anlattı.;Genç öğretmen öğrencileri yeni konuyu anlattı.;öğrencilere;öğrencileri;anlattı;argument_structure;ditransitive
Küçük kız kardeşim köpeği komşuya götürdü.;Küçük kız kardeşim köpeğe komşuya götürdü.;köpeği;köpeğe;götürdü;argument_structure;ditransitive
Her antrenör atletlere beslenme planı hazırladı.;Her antrenör atletleri beslenme planı hazırladı.;atletlere;atletleri;hazırladı;argument_structure;ditransitive
Büyük dedem bana eski hikayeler anlattı.;Büyük dedem beni eski hikayeler anlattı.;bana;beni;anlattı;argument_structure;ditransitive
Küçük kız kardeşim kediyi veterinere götürdü.;Küçük kız kardeşim kediye veterinere götürdü.;kediyi;kediye;götürdü;argument_structure;ditransitive
Ardından gelin gerdanlığı kayınvalidesine hediye etti.;Ardından gelin gerdanlığa kayınvalidesine hediye etti.;gerdanlığı;gerdanlığa;hediye etti;argument_structure;ditransitive
Sonra ayakkabılarını çıkarıp şapkasını girişteki dolaba astı.;Sonra ayakkabılarını çıkarıp şapkasına girişteki dolaba astı.;şapkasını;şapkasına;astı;argument_structure;ditransitive
Yeni antrenör atletlere beslenme planı hazırladı.;Yeni antrenör atletleri beslenme planı hazırladı.;atletlere;atletleri;hazırladı;argument_structure;ditransitive
Şimdi komşumuz bize taze sebze getirdi.;Şimdi komşumuz bizi taze sebze getirdi.;bize;bizi;getirdi;argument_structure;ditransitive
Bir arkadaşım bana yeni bir şarkı önerdi.;Bir arkadaşım beni yeni bir şarkı önerdi.;bana;beni;önerdi;argument_structure;ditransitive
Sonra yönetmen oyunculara rollerini dağıttı.;Sonra yönetmen oyuncuları rollerini dağıttı.;oyunculara;oyuncuları;dağıttı;argument_structure;ditransitive
Senin doğum günüm diye garson bana limonata ısmarladı.;Senin doğum günüm diye garson beni limonata ısmarladı.;bana;beni;ısmarladı;argument_structure;ditransitive
Ve annem abime yeni bir defter aldı.;Ve annem abimi yeni bir defter aldı.;abime;abimi;aldı;argument_structure;ditransitive
Genç antrenör sporculara antrenman programı hazırladı.;Genç antrenör sporcuları antrenman programı hazırladı.;sporculara;sporcuları;hazırladı;argument_structure;ditransitive
Kız kardeşim köpeği komşuya götürdü.;Kız kardeşim köpeğe komşuya götürdü.;köpeği;köpeğe;götürdü;argument_structure;ditransitive
Bir arkadaşım bana yılbaşı hediyesi aldı.;Bir arkadaşım beni yılbaşı hediyesi aldı.;bana;beni;aldı;argument_structure;ditransitive
Benim oğlum topu arkadaşına ödünç verdi.;Benim oğlum topla arkadaşına ödünç verdi.;topu;topla;ödünç verdi;argument_structure;ditransitive
Kız arkadaşım bana konser bileti aldı.;Kız arkadaşım beni konser bileti aldı.;bana;beni;aldı;argument_structure;ditransitive
Kuzenim kediyi bahçeye götürdü.;Kuzenim kediye bahçeye götürdü.;kediyi;kediye;götürdü;argument_structure;ditransitive
Yakın arkadaşım bana son gelişmeleri anlattı.;Yakın arkadaşım beni son gelişmeleri anlattı.;bana;beni;anlattı;argument_structure;ditransitive
Ardından yönetmen ekibine son direktifleri verdi.;Ardından yönetmen ekibini son direktifleri verdi.;ekibine;ekibini;verdi;argument_structure;ditransitive
Kendi üzerime koca bir fincan kahveyi döktüm.;Kendi üzerimde koca bir fincan kahveyi döktüm.;Üzerime;Üzerimde;döktüm;argument_structure;ditransitive
Ve babam yeni telefonunu bana verdi.;Ve babam yeni telefonuna bana verdi.;telefonunu;telefonuna;verdi;argument_structure;ditransitive
İşte yönetmen sanatçılara rollerini dağıttı.;İşte yönetmen sanatçıları rollerini dağıttı.;sanatçılara;sanatçıları;dağıttı;argument_structure;ditransitive
Dün sütü ben aldığım için annem markete kardeşimi yolladı.;Dün sütü ben aldığım için annem markette kardeşimi yolladı.;markete;markette;yolladı;argument_structure;ditransitive
2 çocuk babasına en sevdiği oyuncağı verdi.;2 çocuk babasını en sevdiği oyuncağı verdi.;babasına;babasını;verdi;argument_structure;ditransitive
Eski komşumuz bize taze meyve getirdi.;Eski komşumuz bizi taze meyve getirdi.;bize;bizi;getirdi;argument_structure;ditransitive
Ve üzerime koca bir fincan kahveyi döktüm.;Ve üzerimde koca bir fincan kahveyi döktüm.;Üzerime;Üzerimde;döktüm;argument_structure;ditransitive
Yeni takı töreninde damadın yakasına çeyrek altın taktılar.;Yeni takı töreninde damadın yakasını çeyrek altın taktılar.;yakasına;yakasını;taktılar;argument_structure;ditransitive
Altın takı töreninde damadın yakasına çeyrek altın taktılar.;Altın takı töreninde damadın yakasını çeyrek altın taktılar.;yakasına;yakasını;taktılar;argument_structure;ditransitive
Aynı mahalledeki çocuklar dükkanın camına yine top atıyor.;Aynı mahalledeki çocuklar dükkanın camını yine top atıyor.;camına;camını;atıyor;argument_structure;ditransitive
Bizim manav bize en lezzetli meyvelerden ayırdı.;Bizim manav bizi en lezzetli meyvelerden ayırdı.;bize;bizi;ayırdı;argument_structure;ditransitive
Üç çocuk babasına başka bir şiir okudu.;Üç çocuk babasını başka bir şiir okudu.;babasına;babasını;okudu;argument_structure;ditransitive
Mahalledeki çocuklar dükkanın camına yine top atıyor.;Mahalledeki çocuklar dükkanın camını yine top atıyor.;camına;camını;atıyor;argument_structure;ditransitive
Baba teyzem kitapları çocuklara dağıttı.;Baba teyzem kitaplara çocuklara dağıttı.;kitapları;kitaplara;dağıttı;argument_structure;ditransitive
Evlerinin bahçesine zeytin ağacı dikmişler.;Evlerinin bahçesinden zeytin ağacı dikmişler.;bahçesine;bahçesinden;dikmişler;argument_structure;ditransitive
Uzman öğretmen öğrencilere bol bol kitap okumalarını tavsiye etti.;Uzman öğretmen öğrencileri bol bol kitap okumalarını tavsiye etti.;öğrencilere;öğrencileri;tavsiye etti;argument_structure;ditransitive
Kız çocuk babasına en sevdiği oyuncağı verdi.;Kız çocuk babasını en sevdiği oyuncağı verdi.;babasına;babasını;verdi;argument_structure;ditransitive
Ayrıca şirket personeline yeni projeler verdi.;Ayrıca şirket personelini yeni projeler verdi.;personeline;personelini;verdi;argument_structure;ditransitive
Bütün yanlış politikalar halkı yoksulluğa mahkum etti.;Bütün yanlış politikalar halkla yoksulluğa mahkum etti.;halkı;halkla;mahkum etti;argument_structure;ditransitive
Kız arkadaşım bana yeni bir kitap önerdi.;Kız arkadaşım beni yeni bir kitap önerdi.;bana;beni;önerdi;argument_structure;ditransitive
O belki size bu konudaki düşüncelerinden bahsetmiştir.;O belki sizi bu konudaki düşüncelerinden bahsetmiştir.;size;sizi;bahsetmiştir;argument_structure;ditransitive
Usta teyzem kitapları çocuklara dağıttı.;Usta teyzem kitaplara çocuklara dağıttı.;kitapları;kitaplara;dağıttı;argument_structure;ditransitive
Hatta belki sana bu konudaki fikirlerinden bahsetmiştir.;Hatta belki seni bu konudaki fikirlerinden bahsetmiştir.;sana;seni;bahsetmiştir;argument_structure;ditransitive
Ama dün sütü ben aldığım için annem markete kardeşimi yolladı.;Ama dün sütü ben aldığım için annem markette kardeşimi yolladı.;markete;markette;yolladı;argument_structure;ditransitive
Sevgili annem abime yeni bir defter aldı.;Sevgili annem abimi yeni bir defter aldı.;abime;abimi;aldı;argument_structure;ditransitive
2 antrenör sporculara antrenman programı hazırladı.;2 antrenör sporcuları antrenman programı hazırladı.;sporculara;sporcuları;hazırladı;argument_structure;ditransitive
Ve dün gece kızı apar topar kliniğe götürdük.;Ve dün gece kıza apar topar kliniğe götürdük.;kızı;kıza;götürdük;argument_structure;ditransitive
Bugün kız kardeşim kediyi veterinere götürdü.;Bugün kız kardeşim kediye veterinere götürdü.;kediyi;kediye;götürdü;argument_structure;ditransitive
Sonra kuzenim kediyi bahçeye götürdü.;Sonra kuzenim kediye bahçeye götürdü.;kediyi;kediye;götürdü;argument_structure;ditransitive
5 şirket personeline yeni projeler verdi.;5 şirket personelini yeni projeler verdi.;personeline;personelini;verdi;argument_structure;ditransitive
Sonra kız kardeşim köpeği komşuya götürdü.;Sonra kız kardeşim köpeğe komşuya götürdü.;köpeği;köpeğe;götürdü;argument_structure;ditransitive
Oğlum bisikleti arkadaşına ödünç verdi.;Oğlum bisikletle arkadaşına ödünç verdi.;bisikleti;bisikletle;ödünç verdi;argument_structure;ditransitive
Hemen kasap bana en iyi biftekten ayırdı.;Hemen kasap beni en iyi biftekten ayırdı.;bana;beni;ayırdı;argument_structure;ditransitive
Antrenör takıma farklı stratejiler öğretti.;Antrenör takımı farklı stratejiler öğretti.;takıma;takımı;öğretti;argument_structure;ditransitive
Bir komşumuz bize taze meyve getirdi.;Bir komşumuz bizi taze meyve getirdi.;bize;bizi;getirdi;argument_structure;ditransitive
Şimdi annem kekin içine biraz tarçın koyar.;Şimdi annem kekin içini biraz tarçın koyar.;içine;içini;koyar;argument_structure;ditransitive
Sonra annem kardeşime yeni bir kitap aldı.;Sonra annem kardeşimi yeni bir kitap aldı.;kardeşime;kardeşimi;aldı;argument_structure;ditransitive
Orta mahalledeki çocuklar dükkanın camına yine top atıyor.;Orta mahalledeki çocuklar dükkanın camını yine top atıyor.;camına;camını;atıyor;argument_structure;ditransitive
Yine evlerinin bahçesine zeytin ağacı dikmişler.;Yine evlerinin bahçesinden zeytin ağacı dikmişler.;bahçesine;bahçesinden;dikmişler;argument_structure;ditransitive
4 çocuk annesine yeni bir şarkı söyledi.;4 çocuk annesini yeni bir şarkı söyledi.;annesine;annesini;söyledi;argument_structure;ditransitive
Ve oğlum bisikleti arkadaşına ödünç verdi.;Ve oğlum bisikletle arkadaşına ödünç verdi.;bisikleti;bisikletle;ödünç verdi;argument_structure;ditransitive
O çocuk dedesine en sevdiği kitabı verdi.;O çocuk dedesini en sevdiği kitabı verdi.;dedesine;dedesini;verdi;argument_structure;ditransitive
Ve dün gece oğlanı apar topar hastaneye götürdük.;Ve dün gece oğlana apar topar hastaneye götürdük.;oğlanı;oğlana;götürdük;argument_structure;ditransitive
Eski arkadaşım bana yeni bir şarkı önerdi.;Eski arkadaşım beni yeni bir şarkı önerdi.;bana;beni;önerdi;argument_structure;ditransitive
Anne kız ablasına hediyeyi hiç beklemeden verdi.;Anne kız ablasından hediyeyi hiç beklemeden verdi.;ablasına;ablasından;verdi;argument_structure;ditransitive
Kendi dileklerini yazdığı kağıdı bir ağacın dalına bağladı.;Kendi dileklerini yazdığı kağıda bir ağacın dalına bağladı.;kağıdı;kağıda;bağladı;argument_structure;ditransitive
Ben oğlum bisikleti arkadaşına ödünç verdi.;Ben oğlum bisikletle arkadaşına ödünç verdi.;bisikleti;bisikletle;ödünç verdi;argument_structure;ditransitive
İşte babam yeni saatini bana verdi.;İşte babam yeni saatine bana verdi.;saatini;saatine;verdi;argument_structure;ditransitive
Bir öğretmen öğrencilere yeni şarkıyı öğretti.;Bir öğretmen öğrencileri yeni şarkıyı öğretti.;öğrencilere;öğrencileri;öğretti;argument_structure;ditransitive
Sonra dün gece oğlanı apar topar hastaneye götürdük.;Sonra dün gece oğlana apar topar hastaneye götürdük.;oğlanı;oğlana;götürdük;argument_structure;ditransitive
Onlar evlerinin bahçesine zeytin ağacı dikmişler.;Onlar evlerinin bahçesinden zeytin ağacı dikmişler.;bahçesine;bahçesinden;dikmişler;argument_structure;ditransitive
4 şirket personeline yeni projeler verdi.;4 şirket personelini yeni projeler verdi.;personeline;personelini;verdi;argument_structure;ditransitive
Tüm şirket personeline yeni projeler verdi.;Tüm şirket personelini yeni projeler verdi.;personeline;personelini;verdi;argument_structure;ditransitive
Dileklerini yazdığı kağıdı bir ağacın dalına bağladı.;Dileklerini yazdığı kağıda bir ağacın dalına bağladı.;kağıdı;kağıda;bağladı;argument_structure;ditransitive
Ve kız kardeşim kediyi veterinere götürdü.;Ve kız kardeşim kediye veterinere götürdü.;kediyi;kediye;götürdü;argument_structure;ditransitive
Ve dileklerini yazdığı kağıdı bir ağacın dalına bağladı.;Ve dileklerini yazdığı kağıda bir ağacın dalına bağladı.;kağıdı;kağıda;bağladı;argument_structure;ditransitive
Ve annem pastanın üstüne biraz çikolata koyar.;Ve annem pastanın üstünü biraz çikolata koyar.;üstüne;üstünü;koyar;argument_structure;ditransitive
Mehmet teyzem oyuncakları çocuklara dağıttı.;Mehmet teyzem oyuncaklara çocuklara dağıttı.;oyuncakları;oyuncaklara;dağıttı;argument_structure;ditransitive
Dün babam yeni saatini bana verdi.;Dün babam yeni saatine bana verdi.;saatini;saatine;verdi;argument_structure;ditransitive
Ayakkabılarını çıkarıp şapkasını girişteki dolaba astı.;Ayakkabılarını çıkarıp şapkasına girişteki dolaba astı.;şapkasını;şapkasına;astı;argument_structure;ditransitive
Usta garson misafirlere tatlıları servis etti.;Usta garson misafirleri tatlıları servis etti.;misafirlere;misafirleri;servis etti;argument_structure;ditransitive
Bir dedem bana devrimci anılarını anlattı.;Bir dedem beni devrimci anılarını anlattı.;bana;beni;anlattı;argument_structure;ditransitive
Sonra yönetmen sanatçılara rollerini dağıttı.;Sonra yönetmen sanatçıları rollerini dağıttı.;sanatçılara;sanatçıları;dağıttı;argument_structure;ditransitive
Yine annem kardeşime yeni bir kitap aldı.;Yine annem kardeşimi yeni bir kitap aldı.;kardeşime;kardeşimi;aldı;argument_structure;ditransitive
Büyük yönetmen ekibine son direktifleri verdi.;Büyük yönetmen ekibini son direktifleri verdi.;ekibine;ekibini;verdi;argument_structure;ditransitive
Yakın arkadaşım bana yeni bir dizi önerdi.;Yakın arkadaşım benle yeni bir dizi önerdi.;bana;benle;önerdi;argument_structure;ditransitive
Anne halam bana el örgüsü bir kazak hediye etti.;Anne halam beni el örgüsü bir kazak hediye etti.;bana;beni;hediye etti;argument_structure;ditransitive
Burada manav bize en taze meyvelerden ayırdı.;Burada manav bizi en taze meyvelerden ayırdı.;bize;bizi;ayırdı;argument_structure;ditransitive
Yeni anne bebeğine sütü biberonla verdi.;Yeni anne bebeğini sütü biberonla verdi.;bebeğine;bebeğini;verdi;argument_structure;ditransitive
Daha küçükken ekmeğimi hep çorbaya banardım.;Daha küçükken ekmeğimde hep çorbaya banardım.;ekmeğimi;ekmeğimde;banardım;argument_structure;ditransitive
Sonra kılçıklarını temizlediğiniz balığı pane ununa bulayın.;Sonra kılçıklarını temizlediğiniz balığa pane ununa bulayın.;balığı;balığa;bulayın;argument_structure;ditransitive
Bütün bu sergiyi neşesini kaybetmeyen kadınlara ithaf ediyorum.;Bütün bu sergiye neşesini kaybetmeyen kadınlara ithaf ediyorum.;sergiyi;sergiye;ithaf ediyorum;argument_structure;ditransitive
Yıllardır kendini sadece sanatına adamış.;Yıllardır kendinden sadece sanatına adamış.;kendini;kendinden;adamış;argument_structure;ditransitive
Bir arkadaşım bana en son haberleri verdi.;Bir arkadaşım beni en son haberleri verdi.;bana;beni;verdi;argument_structure;ditransitive
7- kılçıklarını temizlediğiniz mezgiti galeta ununa bulayın.;7- kılçıklarını temizlediğiniz mezgite galeta ununa bulayın.;mezgiti;mezgite;bulayın;argument_structure;ditransitive
Yönetmen ekibine son direktifleri verdi.;Yönetmen ekibini son direktifleri verdi.;ekibine;ekibini;verdi;argument_structure;ditransitive
Kılçıklarını temizlediğiniz balığı pane ununa bulayın.;Kılçıklarını temizlediğiniz balığa pane ununa bulayın.;balığı;balığa;bulayın;argument_structure;ditransitive
Bir arkadaşım bana doğum günü hediyesi aldı.;Bir arkadaşım beni doğum günü hediyesi aldı.;bana;beni;aldı;argument_structure;ditransitive
Yalnız dün sütü ben aldığım için annem markete kardeşimi yolladı.;Yalnız dün sütü ben aldığım için annem markette kardeşimi yolladı.;markete;markette;yolladı;argument_structure;ditransitive
Yakın arkadaşım bana doğum günü hediyesi aldı.;Yakın arkadaşım beni doğum günü hediyesi aldı.;bana;beni;aldı;argument_structure;ditransitive
Sevgili arkadaşım bana yılbaşı hediyesi aldı.;Sevgili arkadaşım beni yılbaşı hediyesi aldı.;bana;beni;aldı;argument_structure;ditransitive
Özel takı töreninde damadın yakasına çeyrek altın taktılar.;Özel takı töreninde damadın yakasını çeyrek altın taktılar.;yakasına;yakasını;taktılar;argument_structure;ditransitive
Küçük kasap bana en iyi biftekten ayırdı.;Küçük kasap beni en iyi biftekten ayırdı.;bana;beni;ayırdı;argument_structure;ditransitive
Baba kız ablasına hediyeyi hiç beklemeden verdi.;Baba kız ablasından hediyeyi hiç beklemeden verdi.;ablasına;ablasından;verdi;argument_structure;ditransitive
Benim kuzenim kediyi bahçeye götürdü.;Benim kuzenim kediye bahçeye götürdü.;kediyi;kediye;götürdü;argument_structure;ditransitive
Hukuk asistanı dosyaları masasına getirdi.;Hukuk asistanı dosyalarla masasına getirdi.;dosyaları;dosyalarla;getirdi;argument_structure;ditransitive
Bazı yanlış kararlar halkı adaletsizliğe mahkum etti.;Bazı yanlış kararlar halkla adaletsizliğe mahkum etti.;halkı;halkla;mahkum etti;argument_structure;ditransitive
Sonra doğum günüm diye garson bana limonata ısmarladı.;Sonra doğum günüm diye garson beni limonata ısmarladı.;bana;beni;ısmarladı;argument_structure;ditransitive
Arkadaşım bana doğum günü hediyesi aldı.;Arkadaşım beni doğum günü hediyesi aldı.;bana;beni;aldı;argument_structure;ditransitive
Hatta dün ekmeği ben aldığım için annem bakkala kardeşimi yolladı.;Hatta dün ekmeği ben aldığım için annem bakkalda kardeşimi yolladı.;bakkala;bakkalda;yolladı;argument_structure;ditransitive
Dün arkadaşım bana yeni bir kitap önerdi.;Dün arkadaşım beni yeni bir kitap önerdi.;bana;beni;önerdi;argument_structure;ditransitive
Küçük teyzem oyuncakları çocuklara dağıttı.;Küçük teyzem oyuncaklara çocuklara dağıttı.;oyuncakları;oyuncaklara;dağıttı;argument_structure;ditransitive
Benim doğum günüm diye barmen bana bira ısmarladı.;Benim doğum günüm diye barmen beni bira ısmarladı.;bana;beni;ısmarladı;argument_structure;ditransitive
Garson misafirlere tatlıları servis etti.;Garson misafirleri tatlıları servis etti.;misafirlere;misafirleri;servis etti;argument_structure;ditransitive
Yeni gelin altın bileziği görümcesine hediye etti.;Yeni gelin altın bilezikle görümcesine hediye etti.;bileziği;bilezikle;hediye etti;argument_structure;ditransitive
Ben üzerime koca bir fincan kahveyi döktüm.;Ben üzerimde koca bir fincan kahveyi döktüm.;Üzerime;Üzerimde;döktüm;argument_structure;ditransitive
Kız arkadaşım bana en son haberleri verdi.;Kız arkadaşım beni en son haberleri verdi.;bana;beni;verdi;argument_structure;ditransitive
