good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Genç çocuklar bayramın gelmesini heyecanla bekliyor.;Genç çocuklar gelmesini bayramın heyecanla bekliyor.;bayramın gelmesini;gelmesini bayramın;-;scrambling
Küçük çocukların oyuncakları paylaşmasını izledim.;Küçük çocukların paylaşmasını oyuncakları izledim.;oyuncakları paylaşmasını;paylaşmasını oyuncakları;-;scrambling
Ve adamın cüzdanını düşürdüğünü gördüm.;Ve adamın düşürdüğünü cüzdanını gördüm.;cüzdanını düşürdüğünü;düşürdüğünü cüzdanını;-;scrambling  
Aynı hizmetlinin okul bahçesindeki ağaçları suladığını gördüm.;Aynı hizmetlinin suladığını okul bahçesindeki ağaçları gördüm.;okul bahçesindeki ağaçları suladığını;suladığını okul bahçesindeki ağaçları;-;scrambling
Polis kaptanın rotayı değiştirdiğini anons etti.;Polis kaptanın değiştirdiğini rotayı anons etti.;rotayı değiştirdiğini;değiştirdiğini rotayı;-;scrambling
Ve kardeşinin doğruyu söylediğine inanıyor.;Ve kardeşinin söylediğine doğruyu inanıyor.;doğruyu söylediğine;söylediğine doğruyu;-;scrambling
Ardından hep birlikte arabanın çıkarılmasına yardım ettik.;Ardından hep birlikte çıkarılmasına arabanın yardım ettik.;arabanın çıkarılmasına;çıkarılmasına arabanın;-;scrambling
Bizim babaaannem üniversiteyi kazanmana çok sevinmiş.;Bizim babaaannem kazanmana üniversiteyi çok sevinmiş.;üniversiteyi kazanmana;kazanmana üniversiteyi;-;scrambling
Yine dedemin tapu evraklarını bulduğunu öğrendik.;Yine dedemin bulduğunu tapu evraklarını öğrendik.;tapu evraklarını bulduğunu;bulduğunu tapu evraklarını;-;scrambling
Öğretmen öğretmenin sınav sonuçlarını açıkladığını haber verdi.;Öğretmen öğretmenin açıkladığını sınav sonuçlarını haber verdi.;sınav sonuçlarını açıkladığını;açıkladığını sınav sonuçlarını;-;scrambling
Çalışanların şikayetleri dinlemesini söyledi.;Çalışanların dinlemesini şikayetleri söyledi.;şikayetleri dinlemesini;dinlemesini şikayetleri;-;scrambling
Biz çiftçilerin traktörleri sürdüğünü gördük.;Biz çiftçilerin sürdüğünü traktörleri gördük.;traktörleri sürdüğünü;sürdüğünü traktörleri;-;scrambling
4 teknisyenin arızayı giderdiğini müjdeledi.;4 teknisyenin giderdiğini arızayı müjdeledi.;arızayı giderdiğini;giderdiğini arızayı;-;scrambling
O köpeğin komşunun bahçesini kazdığını gördüm.;O köpeğin kazdığını komşunun bahçesini gördüm.;komşunun bahçesini kazdığını;kazdığını komşunun bahçesini;-;scrambling  
Ama otelde çarşafların değiştirildiğine emin olamadık.;Ama otelde değiştirildiğine çarşafların emin olamadık.;çarşafların değiştirildiğine;değiştirildiğine çarşafların;-;scrambling
Ve öğretmenin soruyu yanıtlamasını dinlediler.;Ve öğretmenin yanıtlamasını soruyu dinlediler.;soruyu yanıtlamasını;yanıtlamasını soruyu;-;scrambling  
Kadın hizmetlinin odasını topladığını söyledi.;Kadın hizmetlinin topladığını odasını söyledi.;odasını topladığını;topladığını odasını;-;scrambling  
Sonra garsonun siparişi yanlış getirdiğini fark ettik.;Sonra garsonun yanlış getirdiğini siparişi fark ettik.;siparişi yanlış getirdiğini;yanlış getirdiğini siparişi;-;scrambling
Ünlü mimarın projeyi değiştirdiğini öğrendik.;Ünlü mimarın değiştirdiğini projeyi öğrendik.;projeyi değiştirdiğini;değiştirdiğini projeyi;-;scrambling
Usta yazarın yeni romanını bitirdiğini söyledi.;Usta yazarın bitirdiğini yeni romanını söyledi.;yeni romanını bitirdiğini;bitirdiğini yeni romanını;-;scrambling
Ancak teknisyenlerin sistemi yenilediğini açıkladılar.;Ancak teknisyenlerin yenilediğini sistemi açıkladılar.;sistemi yenilediğini;yenilediğini sistemi;-;scrambling
Küçük teyzenin balkondaki çiçekleri suladığını gördüm.;Küçük teyzenin suladığını balkondaki çiçekleri gördüm.;balkondaki çiçekleri suladığını;suladığını balkondaki çiçekleri;-;scrambling
Erdoğan polislerin şüphelinin izini sürdüğünü basına açıkladı.;Erdoğan polislerin sürdüğünü şüphelinin izini basına açıkladı.;şüphelinin izini sürdüğünü;sürdüğünü şüphelinin izini;-;scrambling
Genç çiftçilerin traktörleri sürdüğünü gördük.;Genç çiftçilerin sürdüğünü traktörleri gördük.;traktörleri sürdüğünü;sürdüğünü traktörleri;-;scrambling
Ona evde defterini unuttuğunu haber ettim.;Ona evde unuttuğunu defterini haber ettim.;defterini unuttuğunu;unuttuğunu defterini;-;scrambling
Çocuk patronu arayıp bacağını kırdığını haber verdi.;Çocuk patronu arayıp kırdığını bacağını haber verdi.;bacağını kırdığını;kırdığını bacağını;-;scrambling
Genç öğrencilerin barikatı aşmasını izledim.;Genç öğrencilerin aşmasını barikatı izledim.;barikatı aşmasını;aşmasını barikatı;-;scrambling  
Küçük çocuğun bardağı kırdığını kimse görmedi.;Küçük çocuğun kırdığını bardağı kimse görmedi.;bardağı kırdığını;kırdığını bardağı;-;scrambling  
Sonra okulun önünde çocukların karnelerini almasını bekliyoruz.;Sonra okulun önünde çocukların almasını karnelerini bekliyoruz.;karnelerini almasını;almasını karnelerini;-;scrambling
Genel müdürün kararı açıkladığını duydum.;Genel müdürün açıkladığını kararı duydum.;kararı açıkladığını;açıkladığını kararı;-;scrambling  
Mustafa hasan'ın makaleyi yazdığını biliyorum.;Mustafa hasan'ın yazdığını makaleyi biliyorum.;makaleyi yazdığını ;yazdığını makaleyi;-;scrambling
Bir hizmetlinin odasını topladığını söyledi.;Bir hizmetlinin topladığını odasını söyledi.;odasını topladığını;topladığını odasını;-;scrambling  
Bazı öğrencilerin kütüphanedeki kitapları incelediğini fark ettik.;Bazı öğrencilerin incelediğini kütüphanedeki kitapları fark ettik.;kütüphanedeki kitapları incelediğini;incelediğini kütüphanedeki nadir kitapları;-;scrambling
Babaaannem üniversiteyi kazanmana çok sevinmiş.;Babaaannem kazanmana üniversiteyi çok sevinmiş.;üniversiteyi kazanmana;kazanmana üniversiteyi;-;scrambling
Burada öğrencilerin laboratuvar malzemelerini temizlediğini gördüm.;Burada öğrencilerin temizlediğini laboratuvar malzemelerini gördüm.;laboratuvar malzemelerini temizlediğini;temizlediğini laboratuvar malzemelerini;-;scrambling
Apple canlı destek müşterilerin şikayetlerini kaydettiğini iletti.;Apple canlı destek kaydettiğini müşterilerin şikayetlerini iletti.;müşterilerin şikayetlerini kaydettiğini;kaydettiğini müşterilerin şikayetlerini;-;scrambling
Kardeşinin doğruyu söylediğine inanıyor.;Kardeşinin söylediğine doğruyu inanıyor.;doğruyu söylediğine;söylediğine doğruyu;-;scrambling
Fakat polislerin hırsızı yakaladığını duyduk.;Fakat polislerin yakaladığını hırsızı duyduk.;hırsızı yakaladığını;yakaladığını hırsızı;-;scrambling  
Küçük çocuklar bayramın gelmesini heyecanla bekliyor.;Küçük çocuklar gelmesini bayramın heyecanla bekliyor.;bayramın gelmesini;gelmesini bayramın;-;scrambling
Kardeşimin bisikleti tamir ettiğini biliyorum.;Kardeşimin tamir ettiğini bisikleti biliyorum.;bisikleti tamir ettiğini;tamir ettiğini bisikleti;-;scrambling
Müdürün toplantıyı iptal ettiğini duyurdular.;Müdürün iptal ettiğini toplantıyı duyurdular.;toplantıyı iptal ettiğini;iptal ettiğini toplantıyı;-;scrambling
7 yöneticinin kararı ertelettiğini duyurdu.;7 yöneticinin ertelettiğini kararı duyurdu.;kararı ertelettiğini;ertelettiğini kararı;-;scrambling
3 teknisyenin arızayı giderdiğini açıkladı.;3 teknisyenin giderdiğini arızayı açıkladı.;arızayı giderdiğini;giderdiğini arızayı;-;scrambling
Ve dedemin tapu evraklarını bulduğunu öğrendik.;Ve dedemin bulduğunu tapu evraklarını öğrendik.;tapu evraklarını bulduğunu;bulduğunu tapu evraklarını;-;scrambling
Sonra adamın cep telefonunu düşürdüğünü gördüm.;Sonra adamın düşürdüğünü cep telefonunu gördüm.;cep telefonunu düşürdüğünü;düşürdüğünü cep telefonunu;-;scrambling  
Sonra müdürün kararı açıkladığını duydum.;Sonra müdürün açıkladığını kararı duydum.;kararı açıkladığını;açıkladığını kararı;-;scrambling  
Polislerin şüphelinin izini sürdüğünü basına açıkladı.;Polislerin sürdüğünü şüphelinin izini basına açıkladı.;şüphelinin izini sürdüğünü;sürdüğünü şüphelinin izini;-;scrambling
Adamın yalan söylediğini anladık.;Adamın söylediğini yalan anladık.;yalan söylediğini;söylediğini yalan;-;scrambling  
Biz i̇şçilerin duvarı örmesini izledik.;Biz i̇şçilerin örmesini duvarı izledik.;duvarı örmesini;örmesini duvarı;-;scrambling  
Sonra müşterinin hesabı kapattığını öğrendik.;Sonra müşterinin kapattığını hesabı öğrendik.;hesabı kapattığını;kapattığını hesabı;-;scrambling  
Bazı yolcuların valizlerini kaybettiğini duyurdu.;Bazı yolcuların kaybettiğini valizlerini duyurdu.;valizlerini kaybettiğini;kaybettiğini valizlerini;-;scrambling  
Müdür çalışanların şikayetleri dinlemesini söyledi.;Müdür çalışanların dinlemesini şikayetleri söyledi.;şikayetleri dinlemesini;dinlemesini şikayetleri;-;scrambling
O hizmetlinin odasını topladığını söyledi.;O hizmetlinin topladığını odasını söyledi.;odasını topladığını;topladığını odasını;-;scrambling  
Ve bebeğe mamasını yedirdiğini gördük.;Ve bebeğe yedirdiğini mamasını gördük.;mamasını yedirdiğini;yedirdiğini mamasını;-;scrambling  
Tüm öğrencilerin kütüphanedeki kitapları incelediğini fark ettik.;Tüm öğrencilerin incelediğini kütüphanedeki kitapları fark ettik.;kütüphanedeki kitapları incelediğini;incelediğini kütüphanedeki nadir kitapları;-;scrambling
Ancak müşterinin hesabı kapattığını öğrendik.;Ancak müşterinin kapattığını hesabı öğrendik.;hesabı kapattığını;kapattığını hesabı;-;scrambling  
Ardından müdürün toplantıyı iptal ettiğini duyurdular.;Ardından müdürün iptal ettiğini toplantıyı duyurdular.;toplantıyı iptal ettiğini;iptal ettiğini toplantıyı;-;scrambling
Genel müdürün raporu imzaladığını duydum.;Genel müdürün imzaladığını raporu duydum.;raporu imzaladığını;imzaladığını raporu;-;scrambling  
Ben teyzenin balkondaki çiçekleri suladığını gördüm.;Ben teyzenin suladığını balkondaki çiçekleri gördüm.;balkondaki çiçekleri suladığını;suladığını balkondaki çiçekleri;-;scrambling
Oyuncu yazarın yeni romanını bitirdiğini söyledi.;Oyuncu yazarın bitirdiğini yeni romanını söyledi.;yeni romanını bitirdiğini;bitirdiğini yeni romanını;-;scrambling
Kadın görevlinin evrakları kaybettiğini öğrendik.;Kadın görevlinin kaybettiğini evrakları öğrendik.;evrakları kaybettiğini;kaybettiğini evrakları;-;scrambling
Erkek patronu arayıp bacağını kırdığını haber verdi.;Erkek patronu arayıp kırdığını bacağını haber verdi.;bacağını kırdığını;kırdığını bacağını;-;scrambling
Onlar i̇şçilerin bahçedeki ağacı budamasını izlediler.;Onlar i̇şçilerin budamasını bahçedeki ağacı izlediler.;bahçedeki ağacı budamasını;budamasını bahçedeki ağacı;-;scrambling
Sonra evde defterini unuttuğunu haber ettim.;Sonra evde unuttuğunu defterini haber ettim.;defterini unuttuğunu;unuttuğunu defterini;-;scrambling
Kadın çocuğun köpeğini sevmesine izin verdi.;Kadın çocuğun sevmesine köpeğini izin verdi.;köpeğini sevmesine;sevmesine köpeğini;-;scrambling  
Ve çocukların duvarı boyadığını gördüm.;Ve çocukların boyadığını duvarı gördüm.;duvarı boyadığını;boyadığını duvarı;-;scrambling
Jandarma kaptanın rotayı değiştirdiğini anons etti.;Jandarma kaptanın değiştirdiğini rotayı anons etti.;rotayı değiştirdiğini;değiştirdiğini rotayı;-;scrambling
Sayın öğretmenin soruları yanıtlamasını bekledik.;Sayın öğretmenin yanıtlamasını soruları bekledik.;soruları yanıtlamasını;yanıtlamasını soruları;-;scrambling
Önce kapıya gelen işportacının kendisini dolandırıldığını sonradan anladı.;Önce kapıya gelen işportacının dolandırıldığını kendisini sonradan anladı.;kendisini dolandırıldığını;dolandırıldığını kendisini;-;scrambling
Biz otelde çarşafların değiştirildiğine emin olamadık.;Biz otelde değiştirildiğine çarşafların emin olamadık.;çarşafların değiştirildiğine;değiştirildiğine çarşafların;-;scrambling
Her garsonun siparişleri karıştırdığını fark ettiler.;Her garsonun karıştırdığını siparişleri fark ettiler.;siparişleri karıştırdığını;karıştırdığını siparişleri;-;scrambling
Bazı teknisyenlerin sistemi yenilediğini açıkladılar.;Bazı teknisyenlerin yenilediğini sistemi açıkladılar.;sistemi yenilediğini;yenilediğini sistemi;-;scrambling
Şimdi sizin de açılışa katılmanızı çok isteriz.;Şimdi sizin de katılmanızı açılışa çok isteriz.;açılışa katılmanızı;katılmanızı açılışa;-;scrambling
Sonra annemin pastayı yaptığını sanıyordum.;Sonra annemin yaptığını pastayı sanıyordum.;pastayı yaptığını;yaptığını pastayı;-;scrambling  
Ayrıca yazarın yeni romanını bitirdiğini söyledi.;Ayrıca yazarın bitirdiğini yeni romanını söyledi.;yeni romanını bitirdiğini;bitirdiğini yeni romanını;-;scrambling
Adayların görüşmeleri başarıyla tamamladığını duydum.;Adayların başarıyla tamamladığını görüşmeleri duydum.;görüşmeleri başarıyla tamamladığını;başarıyla tamamladığını görüşmeleri;-;scrambling
Eski müdürün hukuksuzluk yaptığını duyurdu.;Eski müdürün yaptığını hukuksuzluk duyurdu.;hukuksuzluk yaptığını;yaptığını hukuksuzluk;-;scrambling
Ve müdürün raporu imzaladığını duydum.;Ve müdürün imzaladığını raporu duydum.;raporu imzaladığını;imzaladığını raporu;-;scrambling  
Kız kardeşimin anahtarları kaybettiğini anladık.;Kız kardeşimin kaybettiğini anahtarları anladık.;anahtarları kaybettiğini;kaybettiğini anahtarları;-;scrambling  
Bir okul müdürünün öğrencileri azarlamasına inanamadık.;Bir okul müdürünün azarlamasına öğrencileri inanamadık.;öğrencileri azarlamasına;azarlamasına öğrencileri;-;scrambling
Bir çocuğun şekerleri yediğini gördüm.;Bir çocuğun yediğini şekerleri gördüm.;şekerleri yediğini;yediğini şekerleri;-;scrambling
Biz garsonun siparişi yanlış getirdiğini fark ettik.;Biz garsonun yanlış getirdiğini siparişi fark ettik.;siparişi yanlış getirdiğini;yanlış getirdiğini siparişi;-;scrambling
Bizim kardeşimin anahtarları kaybettiğini anladık.;Bizim kardeşimin kaybettiğini anahtarları anladık.;anahtarları kaybettiğini;kaybettiğini anahtarları;-;scrambling  
Ayrıca polislerin hırsızın izini sürdüğünü duyduk.;Ayrıca polislerin sürdüğünü hırsızın izini duyduk.;hırsızın izini sürdüğünü;sürdüğünü hırsızın izini;-;scrambling
Büyük kızım oyuncağını bozmasına üzüldü.;Büyük kızım bozmasına oyuncağını üzüldü.;oyuncağını bozmasına;bozmasına oyuncağını;-;scrambling  
Genç kuzenimin yeni telefonunu kaybettiğini söyledi.;Genç kuzenimin kaybettiğini yeni telefonunu söyledi.;yeni telefonunu kaybettiğini;kaybettiğini yeni telefonunu;-;scrambling
Bu seni dışarıya çıkmaya ikna etmiş sonunda.;Bu seni çıkmaya dışarıya ikna etmiş sonunda.;dışarıya çıkmaya;çıkmaya dışarıya;-;scrambling
Biz çocukların topu kaçırdığını gördük.;Biz çocukların kaçırdığını topu gördük.;topu kaçırdığını;kaçırdığını topu;-;scrambling  
Genel müdürün projeyi onayladığını duydum.;Genel müdürün onayladığını projeyi duydum.;projeyi onayladığını;onayladığını projeyi;-;scrambling  
Genç çocuğun şekerleri yediğini gördüm.;Genç çocuğun yediğini şekerleri gördüm.;şekerleri yediğini;yediğini şekerleri;-;scrambling
Büyük dedemin tapu evraklarını bulduğunu öğrendik.;Büyük dedemin bulduğunu tapu evraklarını öğrendik.;tapu evraklarını bulduğunu;bulduğunu tapu evraklarını;-;scrambling
Baş müdürün projeyi onayladığını duydum.;Baş müdürün onayladığını projeyi duydum.;projeyi onayladığını;onayladığını projeyi;-;scrambling  
Gazete öğretmenin sınav sonuçlarını açıkladığını haber verdi.;Gazete öğretmenin açıkladığını sınav sonuçlarını haber verdi.;sınav sonuçlarını açıkladığını;açıkladığını sınav sonuçlarını;-;scrambling
Küçük öğrencilerin kütüphanedeki kitapları incelediğini fark ettik.;Küçük öğrencilerin incelediğini kütüphanedeki kitapları fark ettik.;kütüphanedeki kitapları incelediğini;incelediğini kütüphanedeki nadir kitapları;-;scrambling
Macron i̇şçilerin greve çıkacağını haber verdi.;Macron i̇şçilerin çıkacağını greve haber verdi.;greve çıkacağını;çıkacağını greve;-;scrambling
Ve çalışanların şikayetleri dinlemesini söyledi.;Ve çalışanların dinlemesini şikayetleri söyledi.;şikayetleri dinlemesini;dinlemesini şikayetleri;-;scrambling
Her yönetici maaşları ödediğini söyledi.;Her yönetici ödediğini maaşları söyledi.;maaşları ödediğini;ödediğini maaşları;-;scrambling  
Polislerin hırsızı yakaladığını duyduk.;Polislerin yakaladığını hırsızı duyduk.;hırsızı yakaladığını;yakaladığını hırsızı;-;scrambling  
Yazar yazarın yeni romanını bitirdiğini söyledi.;Yazar yazarın bitirdiğini yeni romanını söyledi.;yeni romanını bitirdiğini;bitirdiğini yeni romanını;-;scrambling
Ama annemin yemeği yaktığını geç fark ettim.;Ama annemin yaktığını yemeği geç fark ettim.;yemeği yaktığını;yaktığını yemeği;-;scrambling  
Birçok öğrencinin kitabı unuttuğunu fark ettim.;Birçok öğrencinin unuttuğunu kitabı fark ettim.;kitabı unuttuğunu;unuttuğunu kitabı;-;scrambling  
Baş müdürün yeni çalışma saatlerini onayladığını duyurdu.;Baş müdürün onayladığını yeni çalışma saatlerini duyurdu.;yeni çalışma saatlerini onayladığını;onayladığını yeni çalışma saatlerini;-;scrambling
Anne teyzenin balkondaki çiçekleri suladığını gördüm.;Anne teyzenin suladığını balkondaki çiçekleri gördüm.;balkondaki çiçekleri suladığını;suladığını balkondaki çiçekleri;-;scrambling
Yine çocukların parktaki salıncağı kırdığını gördük.;Yine çocukların kırdığını parktaki salıncağı gördük.;parktaki salıncağı kırdığını;kırdığını parktaki salıncağı;-;scrambling
Tüm adayların görüşmeleri başarıyla tamamladığını duydum.;Tüm adayların başarıyla tamamladığını görüşmeleri duydum.;görüşmeleri başarıyla tamamladığını;başarıyla tamamladığını görüşmeleri;-;scrambling
Bakan i̇şçilerin greve çıkacağını haber verdi.;Bakan i̇şçilerin çıkacağını greve haber verdi.;greve çıkacağını;çıkacağını greve;-;scrambling
Anne çocuğun köpeğini sevmesine izin verdi.;Anne çocuğun sevmesine köpeğini izin verdi.;köpeğini sevmesine;sevmesine köpeğini;-;scrambling  
Kadın i̇şçilerin duvarı örmesini izledik.;Kadın i̇şçilerin örmesini duvarı izledik.;duvarı örmesini;örmesini duvarı;-;scrambling  
Ben evde defterini unuttuğunu haber ettim.;Ben evde unuttuğunu defterini haber ettim.;defterini unuttuğunu;unuttuğunu defterini;-;scrambling
Sonra çocukların topu kaçırdığını gördük.;Sonra çocukların kaçırdığını topu gördük.;topu kaçırdığını;kaçırdığını topu;-;scrambling  
Genel müdürün hukuksuzluk yaptığını duyurdu.;Genel müdürün yaptığını hukuksuzluk duyurdu.;hukuksuzluk yaptığını;yaptığını hukuksuzluk;-;scrambling
Birçok garsonun siparişleri karıştırdığını fark ettiler.;Birçok garsonun karıştırdığını siparişleri fark ettiler.;siparişleri karıştırdığını;karıştırdığını siparişleri;-;scrambling
7 yönetici maaşları ödediğini söyledi.;7 yönetici ödediğini maaşları söyledi.;maaşları ödediğini;ödediğini maaşları;-;scrambling  
Erkek kardeşimin anahtarları kaybettiğini anladık.;Erkek kardeşimin kaybettiğini anahtarları anladık.;anahtarları kaybettiğini;kaybettiğini anahtarları;-;scrambling  
Ve teyzenin balkondaki çiçekleri suladığını gördüm.;Ve teyzenin suladığını balkondaki çiçekleri gördüm.;balkondaki çiçekleri suladığını;suladığını balkondaki çiçekleri;-;scrambling
Galatasaray kaptanın rotayı değiştirdiğini duyurdu.;Galatasaray kaptanın değiştirdiğini rotayı duyurdu.;rotayı değiştirdiğini;değiştirdiğini rotayı;-;scrambling
Birçok müşterinin hesabı kapattığını öğrendik.;Birçok müşterinin kapattığını hesabı öğrendik.;hesabı kapattığını;kapattığını hesabı;-;scrambling  
O adamın cep telefonunu düşürdüğünü gördüm.;O adamın düşürdüğünü cep telefonunu gördüm.;cep telefonunu düşürdüğünü;düşürdüğünü cep telefonunu;-;scrambling  
Uzman teknisyenin arızayı giderdiğini açıkladı.;Uzman teknisyenin giderdiğini arızayı açıkladı.;arızayı giderdiğini;giderdiğini arızayı;-;scrambling
Bir garsonun siparişleri karıştırdığını fark ettiler.;Bir garsonun karıştırdığını siparişleri fark ettiler.;siparişleri karıştırdığını;karıştırdığını siparişleri;-;scrambling
Eski müdür yardımcısının önemli evrakları şifrelediğini öğrendik.;Eski müdür yardımcısının şifrelediğini önemli evrakları öğrendik.;önemli evrakları şifrelediğini;şifrelediğini önemli evrakları;-;scrambling
Kardeşimin anahtarları kaybettiğini anladık.;Kardeşimin kaybettiğini anahtarları anladık.;anahtarları kaybettiğini;kaybettiğini anahtarları;-;scrambling  
Ardından polislerin hırsızı yakaladığını duyduk.;Ardından polislerin yakaladığını hırsızı duyduk.;hırsızı yakaladığını;yakaladığını hırsızı;-;scrambling  
Anne kardeşinin doğruyu söylediğine inanıyor.;Anne kardeşinin söylediğine doğruyu inanıyor.;doğruyu söylediğine;söylediğine doğruyu;-;scrambling
Öğrencilerin barikatı aşmasını izledim.;Öğrencilerin aşmasını barikatı izledim.;barikatı aşmasını;aşmasını barikatı;-;scrambling  
İki çocuğun camı kırdığını kimse görmedi.;İki çocuğun kırdığını camı kimse görmedi.;camı kırdığını;kırdığını camı;-;scrambling  
Bir müdür yardımcısının önemli evrakları şifrelediğini öğrendik.;Bir müdür yardımcısının şifrelediğini önemli evrakları öğrendik.;önemli evrakları şifrelediğini;şifrelediğini önemli evrakları;-;scrambling
Bazı öğrencilerin laboratuvar malzemelerini temizlediğini gördüm.;Bazı öğrencilerin temizlediğini laboratuvar malzemelerini gördüm.;laboratuvar malzemelerini temizlediğini;temizlediğini laboratuvar malzemelerini;-;scrambling
Şimdi hep birlikte arabanın çıkarılmasına yardım ettik.;Şimdi hep birlikte çıkarılmasına arabanın yardım ettik.;arabanın çıkarılmasına;çıkarılmasına arabanın;-;scrambling
Ardından müdürün raporu imzaladığını duydum.;Ardından müdürün imzaladığını raporu duydum.;raporu imzaladığını;imzaladığını raporu;-;scrambling  
Ayrıca canlı destek müşterilerin şikayetlerini kaydettiğini iletti.;Ayrıca canlı destek kaydettiğini müşterilerin şikayetlerini iletti.;müşterilerin şikayetlerini kaydettiğini;kaydettiğini müşterilerin şikayetlerini;-;scrambling
Ben ufaklığın ödevlerini bitirmesine sevindim.;Ben ufaklığın bitirmesine ödevlerini sevindim.;ödevlerini bitirmesine;bitirmesine ödevlerini;-;scrambling  
Kendisi her fırsatta işini çok sevdiğini söyler.;Kendisi her fırsatta çok sevdiğini işini söyler.;işini çok sevdiğini;çok sevdiğini işini;-;scrambling
Okulun önünde çocukların karnelerini almasını bekliyoruz.;Okulun önünde çocukların almasını karnelerini bekliyoruz.;karnelerini almasını;almasını karnelerini;-;scrambling
Ve garsonun siparişleri karıştırdığını fark ettiler.;Ve garsonun karıştırdığını siparişleri fark ettiler.;siparişleri karıştırdığını;karıştırdığını siparişleri;-;scrambling
Sonra patronu arayıp bacağını kırdığını haber verdi.;Sonra patronu arayıp kırdığını bacağını haber verdi.;bacağını kırdığını;kırdığını bacağını;-;scrambling
Trabzonspor kaptanın rotayı değiştirdiğini duyurdu.;Trabzonspor kaptanın değiştirdiğini rotayı duyurdu.;rotayı değiştirdiğini;değiştirdiğini rotayı;-;scrambling
Çiftçilerin gerekli hazırlıkları tamamladığını söylediler.;Çiftçilerin tamamladığını gerekli hazırlıkları söylediler.;gerekli hazırlıkları tamamladığını;tamamladığını gerekli hazırlıkları;-;scrambling
Genç çocukların duvarı boyadığını gördüm.;Genç çocukların boyadığını duvarı gördüm.;duvarı boyadığını;boyadığını duvarı;-;scrambling
Bu müşterinin hesabı kapattığını öğrendik.;Bu müşterinin kapattığını hesabı öğrendik.;hesabı kapattığını;kapattığını hesabı;-;scrambling  
Mehmet kardeşimin bisikleti çaldığını itiraf etti.;Mehmet kardeşimin çaldığını bisikleti itiraf etti.;bisikleti çaldığını;çaldığını bisikleti;-;scrambling  
Genel müdürün yeni kararları açıkladığını bildirdi.;Genel müdürün açıkladığını yeni kararları bildirdi.;yeni kararları açıkladığını;açıkladığını yeni kararları;-;scrambling
Doktorun ilacı yazdığını unutmuş.;Doktorun yazdığını ilacı unutmuş.;ilacı yazdığını;yazdığını ilacı;-;scrambling  
Şube müdürün hukuksuzluk yaptığını duyurdu.;Şube müdürün yaptığını hukuksuzluk duyurdu.;hukuksuzluk yaptığını;yaptığını hukuksuzluk;-;scrambling
Bir köpeğin komşunun bahçesini kazdığını gördüm.;Bir köpeğin kazdığını komşunun bahçesini gördüm.;komşunun bahçesini kazdığını;kazdığını komşunun bahçesini;-;scrambling  
Yine çiftçilerin traktörleri sürdüğünü gördük.;Yine çiftçilerin sürdüğünü traktörleri gördük.;traktörleri sürdüğünü;sürdüğünü traktörleri;-;scrambling
Ve müşterinin hesabı kapattığını öğrendik.;Ve müşterinin kapattığını hesabı öğrendik.;hesabı kapattığını;kapattığını hesabı;-;scrambling  
Bu öğrencilerin deney tüplerini kırdığını duydum.;Bu öğrencilerin kırdığını deney tüplerini duydum.;deney tüplerini kırdığını;kırdığını deney tüplerini;-;scrambling
Ve müşterinin faturayı ödediğini söylediler.;Ve müşterinin ödediğini faturayı söylediler.;faturayı ödediğini;ödediğini faturayı;-;scrambling  
3 yöneticinin kararı ertelediğini ilan etti.;3 yöneticinin ertelediğini kararı ilan etti.;kararı ertelediğini;ertelediğini kararı;-;scrambling
Kadın doktorun hastayı muayene ettiğini duydum.;Kadın doktorun muayene ettiğini hastayı duydum.;hastayı muayene ettiğini;muayane ettiğini hastayı;-;scrambling  
Ben çocukların oyuncakları paylaşmasını izledim.;Ben çocukların paylaşmasını oyuncakları izledim.;oyuncakları paylaşmasını;paylaşmasını oyuncakları;-;scrambling
Müdür müdür yardımcısının evrakları imzaladığını duydum.;Müdür müdür yardımcısının imzaladığını evrakları duydum.;evrakları imzaladığını;imzaladığını evrakları;-;scrambling
Ardından kaptanın rotayı değiştirdiğini anons etti.;Ardından kaptanın değiştirdiğini rotayı anons etti.;rotayı değiştirdiğini;değiştirdiğini rotayı;-;scrambling
Çocuklar bayramın gelmesini heyecanla bekliyor.;Çocuklar gelmesini bayramın heyecanla bekliyor.;bayramın gelmesini;gelmesini bayramın;-;scrambling
Kadın i̇şçilerin bahçedeki ağacı budamasını izlediler.;Kadın i̇şçilerin budamasını bahçedeki ağacı izlediler.;bahçedeki ağacı budamasını;budamasını bahçedeki ağacı;-;scrambling
Fakat doktorun ilacı yazdığını unutmuş.;Fakat doktorun yazdığını ilacı unutmuş.;ilacı yazdığını;yazdığını ilacı;-;scrambling  
Tüm çalışanların şikayetleri dinlemesini söyledi.;Tüm çalışanların dinlemesini şikayetleri söyledi.;şikayetleri dinlemesini;dinlemesini şikayetleri;-;scrambling
Ve çiftçilerin traktörleri sürdüğünü gördük.;Ve çiftçilerin sürdüğünü traktörleri gördük.;traktörleri sürdüğünü;sürdüğünü traktörleri;-;scrambling
Fakat garsonun siparişi yanlış getirdiğini fark ettik.;Fakat garsonun yanlış getirdiğini siparişi fark ettik.;siparişi yanlış getirdiğini;yanlış getirdiğini siparişi;-;scrambling
Biz müşterinin hesabı kapattığını öğrendik.;Biz müşterinin kapattığını hesabı öğrendik.;hesabı kapattığını;kapattığını hesabı;-;scrambling  
