good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Elbette sizin de açılışa katılmanızı doğrusu çok arzu ederiz.;Elbette sizin de açılışa katıldığınızı doğrusu çok arzu ederiz.;katılmanızı;katıldığınızı;arzu ederiz;nominalization
Bütün öğrencilerin derse teşrif etmesini bekliyoruz.;Bütün öğrencilerin derse teşrif ettiğini bekliyoruz.;etmesini;ettiğini;bekliyoruz;nominalization
Ayrıca misafirlerin etkinliğe katılmasını özellikle rica ettiler.;Ayrıca misafirlerin etkinliğe katıldığını özellikle rica ettiler.;katılmasını;katıldığını;rica ettiler;nominalization
Bu kanunların uygulanmamasına vatandaşlar tepki gösterdi.;Bu kanunların uygulanmadığına vatandaşlar tepki gösterdi.;uygulanmamasına;uygulanmadığına;tepki gösterdi;nominalization
Kendi annesiyle ne kadar gurur duyduğundan hep bahsederdi.;Kendi annesiyle ne kadar gurur duymasından hep bahsederdi.;gurur duyduğundan;gurur duymasından;bahsederdi;nominalization
• müşterilerin siparişlerini zamanında almasını sağlıyoruz.;• müşterilerin siparişlerini zamanında aldığını sağlıyoruz.;almasını;aldığını;sağlıyoruz;nominalization
Biz çamura saplanan arabanın çıkarılmasına hep birlikte yardım ettik.;Biz çamura saplanan arabanın çıkarıldığına hep birlikte yardım ettik.;çıkarılmasına;çıkarıldığına;yardım ettik;nominalization
İlgili bütün belgelerin eksiksiz teslim edilmesini rica ediyoruz.;İlgili bütün belgelerin eksiksiz teslim edildiğini rica ediyoruz.;edilmesini;edildiğini;rica ediyoruz;nominalization
Biz öğrencilerin sınava hazır olduğunu düşünüyoruz.;Biz öğrencilerin sınava hazır olmasını düşünüyoruz.;olduğunu;olmasını;düşünüyoruz;nominalization
Ayrıca şirketin çalışanlara ek ödeme yapmasını talep ettik.;Ayrıca şirketin çalışanlara ek ödeme yaptığını talep ettik.;yapmasını;yaptığını;talep ettik;nominalization
Beni mesai bitmeden arayıp raporun zamanında teslim edildiğine emin oldu.;Beni mesai bitmeden arayıp raporun zamanında teslim edilmesine emin oldu.;edildiğine;edilmesine;emin oldu;nominalization
Yine bu kadar yoğun çalışmasına rağmen işlerini aksatmaması takdir edildi.;Yine bu kadar yoğun çalışmasına rağmen işlerini aksatmadığı takdir edildi.;aksatmaması;aksatmadığı;takdir edildi;nominalization
Yine avukat diğer kamera kayıtlarının da izlenilmesini ısrarla talep etti.;Yine avukat diğer kamera kayıtlarının da izlenildiğini ısrarla talep etti.;izlenilmesini;izlenildiğini;talep etti;nominalization
O benim ona yardım ettiğimi bilmiyor.;O benim ona yardım etmemi bilmiyor;ettiğimi;etmemi;bilmiyor;nominalization
Elbette yeni kuralların herkes tarafından kabul edilmesini bekliyoruz.;Elbette yeni kuralların herkes tarafından kabul edildiğini bekliyoruz.;edilmesini;edildiğini;bekliyoruz;nominalization
Doktor çatal bıçakların düzgün yerleştirilmesine ayrıca özen gösterirdi.;Doktor çatal bıçakların düzgün yerleştirildiğine ayrıca özen gösterirdi.;yerleştirilmesine;yerleştirildiğine;özen gösterirdi;nominalization
Bu tartışmanın daha fazla uzamasını istemiyoruz.;Bu tartışmanın daha fazla uzadığını istemiyoruz.;uzamasını;uzadığını;istemiyoruz;nominalization
Onun bu işi başardığına inanıyorum.;Onun bu işi başarmasına inanıyorum.;başardığına;başarmasına;inanıyorum;nominalization
Evet senin bu kararı desteklemeni bekliyordum.;Evet senin bu kararı desteklediğini bekliyordum.;desteklemeni;desteklediğini;bekliyordum;nominalization
Ben senin bu kararı desteklemeni bekliyordum.;Ben senin bu kararı desteklediğini bekliyordum.;desteklemeni;desteklediğini;bekliyordum;nominalization
Genel trafik kurallarına uyulması gerektiğini düşünüyorum.;Genel trafik kurallarına uyulması gerekmesini düşünüyorum.;gerektiğini;gerekmesini;düşünüyorum;nominalization
Öncelikle yeni ürünün piyasaya sürülmesini heyecanla bekliyoruz.;Öncelikle yeni ürünün piyasaya sürüldüğünü heyecanla bekliyoruz.;sürülmesini;sürüldüğünü;bekliyoruz;nominalization
İlgili kanunların uygulanmamasına vatandaşlar tepki gösterdi.;İlgili kanunların uygulanmadığına vatandaşlar tepki gösterdi.;uygulanmamasına;uygulanmadığına;tepki gösterdi;nominalization
Her yeni ürünün piyasaya sürülmesini heyecanla bekliyoruz.;Her yeni ürünün piyasaya sürüldüğünü heyecanla bekliyoruz.;sürülmesini;sürüldüğünü;bekliyoruz;nominalization
• öğrencilerin projelerini zamanında teslim etmesini istiyoruz.;• öğrencilerin projelerini zamanında teslim ettiğini istiyoruz.;etmesini;ettiğini;istiyoruz;nominalization
Sayın hoca ödevi bir gün geç teslim etmeme zor da olsa izin verdi.;Sayın hoca ödevi bir gün geç teslim ettiğime zor da olsa izin verdi.;teslim etmeme;teslim ettiğime;izin verdi;nominalization
Bu serviste yavaş kaldığını o da kabul ediyor.;Bu serviste yavaş kalmasını o da kabul ediyor.;kaldığını;kalmasını;kabul ediyor;nominalization
Çünkü bu konuyu enine boyuna düşündüğünü biliyorum.;Çünkü bu konuyu enine boyuna düşünmesini biliyorum.;düşündüğünü;düşünmesini;biliyorum;nominalization
İki takımın maça odaklanmasını istiyoruz.;İki takımın maça odaklandığını istiyoruz.;odaklanmasını;odaklandığını;istiyoruz;nominalization
Öğrenciler yeni yöntemin verimli olduğunu iddia etti.;Öğrenciler yeni yöntemin verimli olmasını iddia etti.;olduğunu;olmasını;iddia etti;nominalization
İkinci i̇ş görüşmesinin oldukça başarılı geçtiğini ifade etti.;İkinci i̇ş görüşmesinin oldukça başarılı geçmesini ifade etti.;geçtiğini;geçmesini;ifade etti;nominalization
Çünkü havanın birden soğumasına kimse hazırlıklı değildi.;Çünkü havanın birden soğuduğuna kimse hazırlıklı değildi.;soğumasına;soğuduğuna;hazırlıklı değildi;nominalization
Moderatörler konuşmacının tekrar söz almasına bir türlü fırsat vermedi.;Moderatörler konuşmacının tekrar söz aldığına bir türlü fırsat vermedi.;söz almasına;söz aldığına;fırsat vermedi;nominalization
Başkan yeni düzenlemelerin işleri kolaylaştırdığını belirtti.;Başkan yeni düzenlemelerin işleri kolaylaştırmasını belirtti.;kolaylaştırdığını;kolaylaştırmasını;belirtti;nominalization
Fakat toplantının geç saatlere kadar sürmesine katılımcılar itiraz etti.;Fakat toplantının geç saatlere kadar sürdüğüne katılımcılar itiraz etti.;sürmesine;sürdüğüne;itiraz etti;nominalization
Bazı misafirlerin restorandan memnun ayrıldığını öğrendik.;Bazı misafirlerin restorandan memnun ayrılmasını öğrendik.;ayrıldığını;ayrılmasını;öğrendik;nominalization
Bir çamura saplanan arabanın çıkarılmasına hep birlikte yardım ettik.;Bir çamura saplanan arabanın çıkarıldığına hep birlikte yardım ettik.;çıkarılmasına;çıkarıldığına;yardım ettik;nominalization
Olayın aslında nasıl geliştiğini anlatıyorlar.;Olayın aslında nasıl gelişmesini anlatıyorlar.;geliştiğini;gelişmesini;anlatıyorlar;nominalization
Arkadaşlar sizin de açılışa katılmanızı doğrusu çok arzu ederiz.;Arkadaşlar sizin de açılışa katıldığınızı doğrusu çok arzu ederiz.;katılmanızı;katıldığınızı;arzu ederiz;nominalization
Biz komitenin önerilen değişiklikleri onaylamasını bekliyorduk.;Biz komitenin önerilen değişiklikleri onayladığını bekliyorduk.;onaylamasını;onayladığını;bekliyorduk;nominalization
Adam bizi yemeğe davet etmek istediğini bayadır söylüyordu.;Adam bizi yemeğe davet etmek istemesini bayadır söylüyordu.;istediğini;istemesini;söylüyordu;nominalization
Ardından toplantının ertelenmesine katılımcılar tepki gösterdi.;Ardından toplantının ertelendiğine katılımcılar tepki gösterdi.;ertelenmesine;ertelendiğine;tepki gösterdi;nominalization
Ancak yeni yöntemin verimli olduğunu iddia etti.;Ancak yeni yöntemin verimli olmasını iddia etti.;olduğunu;olmasını;iddia etti;nominalization
Ev sahibinin dairenin temiz olduğunu belirtti.;Ev sahibinin dairenin temiz olmasını belirtti.;olduğunu;olmasını;belirtti;nominalization
Ama evini kesinlikle satmadığını zaten biliyorum.;Ama evini kesinlikle satmamasını zaten biliyorum.;satmadığını;satmamasını;biliyorum;nominalization
İlk serviste yavaş kaldığını o da kabul ediyor.;İlk serviste yavaş kalmasını o da kabul ediyor.;kaldığını;kalmasını;kabul ediyor;nominalization
Fakat havanın birden soğumasına kimse hazırlıklı değildi.;Fakat havanın birden soğuduğuna kimse hazırlıklı değildi.;soğumasına;soğuduğuna;hazırlıklı değildi;nominalization
Bütün belgelerin eksiksiz teslim edilmesini rica ediyoruz.;Bütün belgelerin eksiksiz teslim edildiğini rica ediyoruz.;edilmesini;edildiğini;rica ediyoruz;nominalization
Uzman mühendis yeni makinenin daha verimli çalıştığını belirtti.;Uzman mühendis yeni makinenin daha verimli çalışmasını belirtti.;çalıştığını;çalışmasını;belirtti;nominalization
Tüm şirketin çalışanlara ek ödeme yapmasını talep ettik.;Tüm şirketin çalışanlara ek ödeme yaptığını talep ettik.;yapmasını;yaptığını;talep ettik;nominalization
Doktor bizi yemeğe davet etmek istediğini bayadır söylüyordu.;Doktor bizi yemeğe davet etmek istemesini bayadır söylüyordu.;istediğini;istemesini;söylüyordu;nominalization
Müdürün herkesin fikrini almasına çalışanlar çok şaşırdı.;Müdürün herkesin fikrini aldığına çalışanlar çok şaşırdı.;almasına;aldığına;şaşırdı;nominalization
Ama sizin de açılışa katılmanızı doğrusu çok arzu ederiz.;Ama sizin de açılışa katıldığınızı doğrusu çok arzu ederiz.;katılmanızı;katıldığınızı;arzu ederiz;nominalization
Ayrıca çatal bıçakların düzgün yerleştirilmesine ayrıca özen gösterirdi.;Ayrıca çatal bıçakların düzgün yerleştirildiğine ayrıca özen gösterirdi.;yerleştirilmesine;yerleştirildiğine;özen gösterirdi;nominalization
Ve söylediklerimizin yanlış anlaşıldığını fark ettik.;Ve söylediklerimizin yanlış anlaşılmasını fark ettik.;anlaşıldığını;anlaşılmasını;fark ettik;nominalization
Bazı misafirlerin etkinliğe katılmasını özellikle rica ettiler.;Bazı misafirlerin etkinliğe katıldığını özellikle rica ettiler.;katılmasını;katıldığını;rica ettiler;nominalization
Birçok havayolu şirketinin uçuşların güvenli olduğunu belirtti.;Birçok havayolu şirketinin uçuşların güvenli olmasını belirtti.;olduğunu;olmasını;belirtti;nominalization
Sonra çamura saplanan arabanın çıkarılmasına hep birlikte yardım ettik.;Sonra çamura saplanan arabanın çıkarıldığına hep birlikte yardım ettik.;çıkarılmasına;çıkarıldığına;yardım ettik;nominalization
Ancak toplantının ertelenmesine katılımcılar tepki gösterdi.;Ancak toplantının ertelendiğine katılımcılar tepki gösterdi.;ertelenmesine;ertelendiğine;tepki gösterdi;nominalization
Ayşe kuzeninin bizimle birlikte Ankara'ya gelmesini çok istiyor.;Ayşe kuzeninin bizimle birlikte Ankara'ya geldiğini çok istiyor.;gelmesini;geldiğini;istiyor;nominalization
Bakan teklifin mantıklı göründüğünü söyledi.;Bakan teklifin mantıklı görünmesini söyledi.;göründüğünü;görünmesini;söyledi;nominalization
Yapılan önerinin herkes tarafından desteklendiğini biliyorum.;Yapılan önerinin herkes tarafından desteklenmesini biliyorum.;desteklendiğini;desteklenmesini;biliyorum;nominalization
Artık bu kararın doğru olduğunu herkes kabul etti.;Artık bu kararın doğru olmasını herkes kabul etti.;olduğunu;olmasını;kabul etti;nominalization
Biz çocukların dışarıda oynamasını uzaktan izledik.;Biz çocukların dışarıda oynadığını uzaktan izledik.;oynamasını;oynadığını;izledik;nominalization
Evet bu konunun yeterince tartışıldığını düşünüyorum.;Evet bu konunun yeterince tartışılmasını düşünüyorum.;tartışıldığını;tartışılmasını;düşünüyorum;nominalization
Şimdi sizin de açılışa katılmanızı doğrusu çok arzu ederiz.;Şimdi sizin de açılışa katıldığınızı doğrusu çok arzu ederiz.;katılmanızı;katıldığınızı;arzu ederiz;nominalization
Mühendis yeni makinenin daha verimli çalıştığını belirtti.;Mühendis yeni makinenin daha verimli çalışmasını belirtti.;çalıştığını;çalışmasını;belirtti;nominalization
Kadın cüzdanını takside unuttuğunu iş işten geçince fark etti.;Kadın cüzdanını takside unutmasını iş işten geçince fark etti.;unuttuğunu;unutmasını;fark etti;nominalization
Doğal saatlerin geri alınmasına hemen adapte olduk.;Doğal saatlerin geri alındığına hemen adapte olduk.;alınmasına;alındığına;adapte olduk;nominalization
Öğrencilerin sınavlara düzenli çalışmasını bekliyoruz.;Öğrencilerin sınavlara düzenli çalıştığını bekliyoruz.;çalışmasını;çalıştığını;bekliyoruz;nominalization
Ben onun bu işi başardığına inanıyorum.;Ben onun bu işi başarmasına inanıyorum.;başardığına;başarmasına;inanıyorum;nominalization
Uzmanların bu konuda daha fazla araştırma yapmasını öneriyoruz.;Uzmanların bu konuda daha fazla araştırma yaptığını öneriyoruz.;yapmasını;yaptığını;öneriyoruz;nominalization
Eski arkadaşının ona yalan söylediğini öğrenmiş.;Eski arkadaşının ona yalan söylemesini öğrenmiş.;söylediğini;söylemesini;öğrenmiş;nominalization
Ile projeye büyük katkı sağladığını belirtti.;Ile projeye büyük katkı sağlamasını belirtti.;sağladığını;sağlamasını;belirtti;nominalization
Şimdi komitenin önerilen değişiklikleri onaylamasını bekliyorduk.;Şimdi komitenin önerilen değişiklikleri onayladığını bekliyorduk.;onaylamasını;onayladığını;bekliyorduk;nominalization
Tüm saatlerin geri alınmasına hemen adapte olduk.;Tüm saatlerin geri alındığına hemen adapte olduk.;alınmasına;alındığına;adapte olduk;nominalization
Önce kapıya gelen işportacının kendisini dolandırıldığını çok geç anladı.;Önce kapıya gelen işportacının kendisini dolandırmasını çok geç anladı.;dolandırıldığını;dolandırmasını;anladı;nominalization
Son sunumun oldukça başarılı geçtiğini herkes kabul etti.;Son sunumun oldukça başarılı geçmesini herkes kabul etti.;geçtiğini;geçmesini;kabul etti;nominalization
İnsan haklarınızın gasp edilmesine asla müsaade etmeyiz.;İnsan haklarınızın gasp edildiğine asla müsaade etmeyiz.;gasp edilmesine;gasp edildiğine;müsaade etmeyiz;nominalization
Onların bu meseleyi enine boyuna değerlendirdiğini sanıyorum.;Onların bu meseleyi enine boyuna değerlendirmesini sanıyorum.;değerlendirdiğini;değerlendirmesini;sanıyorum;nominalization
Ve bu konuyu enine boyuna düşündüğünü biliyorum.;Ve bu konuyu enine boyuna düşünmesini biliyorum.;düşündüğünü;düşünmesini;biliyorum;nominalization
Çünkü son yaşananlar hatalarımızdan ders çıkarmadığımızı bize bir kez daha gösterdi.;Çünkü son yaşananlar hatalarımızdan ders çıkarmamızı bize bir kez daha gösterdi.;ders çıkarmadığımızı;ders çıkarmamızı;gösterdi;nominalization
Özel kanunların uygulanmamasına vatandaşlar tepki gösterdi.;Özel kanunların uygulanmadığına vatandaşlar tepki gösterdi.;uygulanmamasına;uygulanmadığına;tepki gösterdi;nominalization
Aslında senin bu konuya daha fazla odaklanmanı öneririm.;Aslında senin bu konuya daha fazla odaklandığını öneririm.;odaklanmanı;odaklandığını;öneririm;nominalization
Burada trafik kurallarına uyulması gerektiğini düşünüyorum.;Burada trafik kurallarına uyulması gerekmesini düşünüyorum.;gerektiğini;gerekmesini;düşünüyorum;nominalization
Kendisinin de bu yollardan geçtiğini bize her fırsatta hatırlatır.;Kendisinin de bu yollardan geçmesini bize her fırsatta hatırlatır.;geçtiğini;geçmesini;hatırlatır;nominalization
Artık takımın maça odaklanmasını istiyoruz.;Artık takımın maça odaklandığını istiyoruz.;odaklanmasını;odaklandığını;istiyoruz;nominalization
Ama serviste yavaş kaldığını o da kabul ediyor.;Ama serviste yavaş kalmasını o da kabul ediyor.;kaldığını;kalmasını;kabul ediyor;nominalization
Ancak son yaşananlar hatalarımızdan ders çıkarmadığımızı bize bir kez daha gösterdi.;Ancak son yaşananlar hatalarımızdan ders çıkarmamızı bize bir kez daha gösterdi.;ders çıkarmadığımızı;ders çıkarmamızı;gösterdi;nominalization
Ve kardeşinin bu kadar sorumsuz davranmasına epey kızdı.;Ve kardeşinin bu kadar sorumsuz davrandığına epey kızdı.;davranmasına;davrandığına;kızdı;nominalization
Öncelikle yeni kuralların herkes tarafından kabul edilmesini bekliyoruz.;Öncelikle yeni kuralların herkes tarafından kabul edildiğini bekliyoruz.;edilmesini;edildiğini;bekliyoruz;nominalization
Ancak bu konunun yeterince tartışıldığını düşünüyorum.;Ancak bu konunun yeterince tartışılmasını düşünüyorum.;tartışıldığını;tartışılmasını;düşünüyorum;nominalization
Ancak sunumun oldukça başarılı geçtiğini herkes kabul etti.;Ancak sunumun oldukça başarılı geçmesini herkes kabul etti.;geçtiğini;geçmesini;kabul etti;nominalization
Bu ürünün piyasada büyük ilgi gördüğünü ifade etti.;Bu ürünün piyasada büyük ilgi görmesini ifade etti.;gördüğünü;görmesini;ifade etti;nominalization
Baba i̇stediğimiz şeyler için var gücümüzle çalışmamızı bize her fırsatta öğütlerdi.;Baba i̇stediğimiz şeyler için var gücümüzle çalıştığımızı bize her fırsatta öğütlerdi.;çalışmamızı;çalıştığımızı;öğütlerdi;nominalization
Bütün öğrencilerin sınavlara düzenli çalışmasını bekliyoruz.;Bütün öğrencilerin sınavlara düzenli çalıştığını bekliyoruz.;çalışmasını;çalıştığını;bekliyoruz;nominalization
Yapılan projeye yeni bir boyut kazandırılmasına ekip lideri çok önem verdi.;Yapılan projeye yeni bir boyut kazandırıldığına ekip lideri çok önem verdi.;kazandırılmasına;kazandırıldığına;önem verdi;nominalization
Bütün müşterilerin siparişlerini zamanında almasını sağlıyoruz.;Bütün müşterilerin siparişlerini zamanında aldığını sağlıyoruz.;almasını;aldığını;sağlıyoruz;nominalization
Yapılan yeni kuralın uygulanmasını herkes destekledi.;Yapılan yeni kuralın uygulandığını herkes destekledi.;uygulanmasını;uygulandığını;destekledi;nominalization
Öncelikle bütün belgelerin eksiksiz teslim edilmesini rica ediyoruz.;Öncelikle bütün belgelerin eksiksiz teslim edildiğini rica ediyoruz.;edilmesini;edildiğini;rica ediyoruz;nominalization
Yeni ürünün piyasada büyük ilgi gördüğünü ifade etti.;Yeni ürünün piyasada büyük ilgi görmesini ifade etti.;gördüğünü;görmesini;ifade etti;nominalization
Ve sunumun oldukça başarılı geçtiğini herkes kabul etti.;Ve sunumun oldukça başarılı geçmesini herkes kabul etti.;geçtiğini;geçmesini;kabul etti;nominalization
Bir duygusal manipülasyon kişinin kendi akıl sağlığını sorgulamasına bile yol açabilir.;Bir duygusal manipülasyon kişinin kendi akıl sağlığını sorguladığına bile yol açabilir.;sorgulamasına;sorguladığına;yol açabilir;nominalization
Eski müdürün herkesin fikrini almasına çalışanlar çok şaşırdı.;Eski müdürün herkesin fikrini aldığına çalışanlar çok şaşırdı.;almasına;aldığına;şaşırdı;nominalization
Artık bu durumu kabullendiğini sanıyorum.;Artık bu durumu kabullenmesini sanıyorum.;kabullendiğini;kabullenmesini;sanıyorum;nominalization
Ve senin bu kararı desteklemeni bekliyordum.;Ve senin bu kararı desteklediğini bekliyordum.;desteklemeni;desteklediğini;bekliyordum;nominalization
Olan bütün belgelerin eksiksiz teslim edilmesini rica ediyoruz.;Olan bütün belgelerin eksiksiz teslim edildiğini rica ediyoruz.;edilmesini;edildiğini;rica ediyoruz;nominalization
Lakin moderatörler konuşmacının tekrar söz almasına bir türlü fırsat vermedi.;Lakin moderatörler konuşmacının tekrar söz aldığına bir türlü fırsat vermedi.;söz almasına;söz aldığına;fırsat vermedi;nominalization
• katılımcıların geri bildirim vermesini önemsiyoruz.;• katılımcıların geri bildirim verdiğini önemsiyoruz.;vermesini;verdiğini;önemsiyoruz;nominalization
Bu öğrencilerin sınava hazır olduğunu düşünüyoruz.;Bu öğrencilerin sınava hazır olmasını düşünüyoruz.;olduğunu;olmasını;düşünüyoruz;nominalization
Ayrıca dizinin aslında komedi türünde olduğunu bile rahatlıkla iddia edebiliriz.;Ayrıca dizinin aslında komedi türünde olmasını bile rahatlıkla iddia edebiliriz.;olduğunu;olmasını;iddia edebiliriz;nominalization
Özellikle öğrencilerin projelerini zamanında teslim etmesini istiyoruz.;Özellikle öğrencilerin projelerini zamanında teslim ettiğini istiyoruz.;etmesini;ettiğini;istiyoruz;nominalization
Doktor yapılan analizlerin doğru sonuçlar verdiğini belirtti.;Doktor yapılan analizlerin doğru sonuçlar vermesini belirtti.;verdiğini;vermesini;belirtti;nominalization
Erdoğan teklifin mantıklı göründüğünü söyledi.;Erdoğan teklifin mantıklı görünmesini söyledi.;göründüğünü;görünmesini;söyledi;nominalization
Bu dizinin aslında komedi türünde olduğunu bile rahatlıkla iddia edebiliriz.;Bu dizinin aslında komedi türünde olmasını bile rahatlıkla iddia edebiliriz.;olduğunu;olmasını;iddia edebiliriz;nominalization
Senin bu konuya daha fazla odaklanmanı öneririm.;Senin bu konuya daha fazla odaklandığını öneririm.;odaklanmanı;odaklandığını;öneririm;nominalization
Ardından moderatörler konuşmacının tekrar söz almasına bir türlü fırsat vermedi.;Ardından moderatörler konuşmacının tekrar söz aldığına bir türlü fırsat vermedi.;söz almasına;söz aldığına;fırsat vermedi;nominalization
Yeni kanunların uygulanmamasına vatandaşlar tepki gösterdi.;Yeni kanunların uygulanmadığına vatandaşlar tepki gösterdi.;uygulanmamasına;uygulanmadığına;tepki gösterdi;nominalization
Uzun çalışmalarının sonunda başarılı olduğunu belirtti.;Uzun çalışmalarının sonunda başarılı olmasını belirtti.;olduğunu;olmasını;belirtti;nominalization
Ve yapılan analizlerin doğru sonuçlar verdiğini belirtti.;Ve yapılan analizlerin doğru sonuçlar vermesini belirtti.;verdiğini;vermesini;belirtti;nominalization
Fakat serviste yavaş kaldığını o da kabul ediyor.;Fakat serviste yavaş kalmasını o da kabul ediyor.;kaldığını;kalmasını;kabul ediyor;nominalization
Sosyal haklarınızın gasp edilmesine asla müsaade etmeyiz.;Sosyal haklarınızın gasp edildiğine asla müsaade etmeyiz.;gasp edilmesine;gasp edildiğine;müsaade etmeyiz;nominalization
Ve bu zorlu süreçte yanımızda olduklarını tekrar ifade ettiler.;Ve bu zorlu süreçte yanımızda olmalarını tekrar ifade ettiler.;olduklarını;olmalarını;ifade ettiler;nominalization
Bu i̇şten kendi isteğiyle ayrıldığını üstüne basarak belirtti.;Bu i̇şten kendi isteğiyle ayrılmasını üstüne basarak belirtti.;ayrıldığını;ayrılmasını;belirtti;nominalization
Bu durumu kabullendiğini sanıyorum.;Bu durumu kabullenmesini sanıyorum.;kabullendiğini;kabullenmesini;sanıyorum;nominalization
Deniz kardeşinin doğruyu söylediğine canı gönülden inanıyor.;Deniz kardeşinin doğruyu söylemesine canı gönülden inanıyor.;söylediğine;söylemesine;inanıyor;nominalization
Bütün çocuklar bayramın gelmesini heyecanla bekliyor.;Bütün çocuklar bayramın geldiğini heyecanla bekliyor.;gelmesini;geldiğini;bekliyor;nominalization
Adam arkadaşının ona yalan söylediğini öğrenmiş.;Adam arkadaşının ona yalan söylemesini öğrenmiş.;söylediğini;söylemesini;öğrenmiş;nominalization
Ayrıca sizin de açılışa katılmanızı doğrusu çok arzu ederiz.;Ayrıca sizin de açılışa katıldığınızı doğrusu çok arzu ederiz.;katılmanızı;katıldığınızı;arzu ederiz;nominalization
Ayrıca konunun ayrıntılı bir şekilde tartışılmasını öneriyorum.;Ayrıca konunun ayrıntılı bir şekilde tartışıldığını öneriyorum.;tartışılmasını;tartışıldığını;öneriyorum;nominalization
Ve projeye büyük katkı sağladığını belirtti.;Ve projeye büyük katkı sağlamasını belirtti.;sağladığını;sağlamasını;belirtti;nominalization
Özellikle öğretmenin öğrencilere rehberlik etmesini istiyoruz.;Özellikle öğretmenin öğrencilere rehberlik ettiğini istiyoruz.;etmesini;ettiğini;istiyoruz;nominalization
Ekip çalışmalarının sonunda başarılı olduğunu belirtti.;Ekip çalışmalarının sonunda başarılı olmasını belirtti.;olduğunu;olmasını;belirtti;nominalization
Fakat polisler çevredekilerin olay yerine yaklaşmasını bile engellemiş.;Fakat polisler çevredekilerin olay yerine yaklaştığını bile engellemiş.;yaklaşmasını;yaklaştığını;engellemiş;nominalization
İlk toplantının ertelenmesine katılımcılar tepki gösterdi.;İlk toplantının ertelendiğine katılımcılar tepki gösterdi.;ertelenmesine;ertelendiğine;tepki gösterdi;nominalization
3 havayolu şirketinin uçuşların güvenli olduğunu belirtti.;3 havayolu şirketinin uçuşların güvenli olmasını belirtti.;olduğunu;olmasını;belirtti;nominalization
Lufthansa havayolu şirketinin uçuşların güvenli olduğunu belirtti.;Lufthansa havayolu şirketinin uçuşların güvenli olmasını belirtti.;olduğunu;olmasını;belirtti;nominalization
Katılımcıların geri bildirim vermesini önemsiyoruz.;Katılımcıların geri bildirim verdiğini önemsiyoruz.;vermesini;verdiğini;önemsiyoruz;nominalization
Bu seçimin Türkiye için tarihi önem taşıdığını herkes gördü.;Bu seçimin Türkiye için tarihi önem taşımasını herkes gördü.;taşıdığını;taşımasını;gördü;nominalization
Bu yeni kuralların herkes tarafından kabul edilmesini bekliyoruz.;Bu yeni kuralların herkes tarafından kabul edildiğini bekliyoruz.;edilmesini;edildiğini;bekliyoruz;nominalization
Aslında bu meseleyi enine boyuna değerlendirdiğini sanıyorum.;Aslında bu meseleyi enine boyuna değerlendirmesini sanıyorum.;değerlendirdiğini;değerlendirmesini;sanıyorum;nominalization
Yeni teknik ekibin sorunu hemencecik çözmesine hepimiz şaşırdık.;Yeni teknik ekibin sorunu hemencecik çözdüğüne hepimiz şaşırdık.;çözmesine;çözdüğüne;şaşırdık;nominalization
Tüm trafik kurallarına uyulması gerektiğini düşünüyorum.;Tüm trafik kurallarına uyulması gerekmesini düşünüyorum.;gerektiğini;gerekmesini;düşünüyorum;nominalization
Ayrıca uzmanların bu konuda daha fazla araştırma yapmasını öneriyoruz.;Ayrıca uzmanların bu konuda daha fazla araştırma yaptığını öneriyoruz.;yapmasını;yaptığını;öneriyoruz;nominalization
Senin bu kararı desteklemeni bekliyordum.;Senin bu kararı desteklediğini bekliyordum.;desteklemeni;desteklediğini;bekliyordum;nominalization
Ve bütün belgelerin eksiksiz teslim edilmesini rica ediyoruz.;Ve bütün belgelerin eksiksiz teslim edildiğini rica ediyoruz.;edilmesini;edildiğini;rica ediyoruz;nominalization
Erkek cüzdanını takside unuttuğunu iş işten geçince fark etti.;Erkek cüzdanını takside unutmasını iş işten geçince fark etti.;unuttuğunu;unutmasını;fark etti;nominalization
Teknik ekibin sorunu hemencecik çözmesine hepimiz şaşırdık.;Teknik ekibin sorunu hemencecik çözdüğüne hepimiz şaşırdık.;çözmesine;çözdüğüne;şaşırdık;nominalization
Bu yeni düzenlemelerin işleri kolaylaştırdığını belirtti.;Bu yeni düzenlemelerin işleri kolaylaştırmasını belirtti.;kolaylaştırdığını;kolaylaştırmasını;belirtti;nominalization
Ürünün piyasada büyük ilgi gördüğünü ifade etti.;Ürünün piyasada büyük ilgi görmesini ifade etti.;gördüğünü;görmesini;ifade etti;nominalization
Bazı polisler çevredekilerin olay yerine yaklaşmasını bile engellemiş.;Bazı polisler çevredekilerin olay yerine yaklaştığını bile engellemiş.;yaklaşmasını;yaklaştığını;engellemiş;nominalization
Biz onun her zaman dürüst olduğunu biliyorum.;Biz onun her zaman dürüst olmasını biliyorum.;olduğunu;olmasını;biliyorum;nominalization
İnşallah yeni ürünün piyasaya sürülmesini heyecanla bekliyoruz.;İnşallah yeni ürünün piyasaya sürüldüğünü heyecanla bekliyoruz.;sürülmesini;sürüldüğünü;bekliyoruz;nominalization
Ancak meyvelerin erken olgunlaşmasına sıcak havalar sebep oldu.;Ancak meyvelerin erken olgunlaştığına sıcak havalar sebep oldu.;olgunlaşmasına;olgunlaştığına;sebep oldu;nominalization
Çünkü onun her zaman dürüst olduğunu biliyorum.;Çünkü onun her zaman dürüst olmasını biliyorum.;olduğunu;olmasını;biliyorum;nominalization
